assist_percentage,assists,away_losses,away_wins,block_percentage,blocks,defensive_rebounds,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_attempts,free_throw_percentage,free_throws,free_throws_per_field_goal_attempt,home_losses,home_wins,losses,offensive_rating,offensive_rebound_percentage,offensive_rebounds,opp_assist_percentage,opp_assists,opp_block_percentage,opp_blocks,opp_defensive_rebounds,opp_effective_field_goal_percentage,opp_field_goal_attempts,opp_field_goal_percentage,opp_field_goals,opp_free_throw_attempt_rate,opp_free_throw_attempts,opp_free_throw_percentage,opp_free_throws,opp_free_throws_per_field_goal_attempt,opp_offensive_rebound_percentage,opp_offensive_rebounds,opp_personal_fouls,opp_points,opp_steal_percentage,opp_steals,opp_three_point_attempt_rate,opp_three_point_field_goal_attempts,opp_three_point_field_goal_percentage,opp_three_point_field_goals,opp_two_point_field_goal_attempts,opp_two_point_field_goal_percentage,opp_two_point_field_goals,opp_total_rebound_percentage,opp_total_rebounds,opp_true_shooting_percentage,opp_turnover_percentage,opp_turnovers,pace,personal_fouls,points,simple_rating_system,steal_percentage,steals,strength_of_schedule,three_point_attempt_rate,three_point_field_goal_attempts,three_point_field_goal_percentage,three_point_field_goals,two_point_field_goal_attempts,two_point_field_goal_percentage,two_point_field_goals,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,win_percentage,wins,AdjTempo,AdjOE,Off-eFG%,Off-TO%,Off-OR%,Off-FTRate,AdjDE,Def-eFG%,Def-TO%,Def-OR%,Def-FTRate,AvgHgt,EffHgt,C-Hgt,PF-Hgt,SF-Hgt,SG-Hgt,PG-Hgt,Experience,Bench,Continuity,abbreviation
0.45,0.298969072,4,2,0.09,0.088659794,0.632989691,0.526,1.451546392,0.457,0.663917526,0.243,0.35257732,0.655,0.230927835,0.159,3,3,7,103,0.283,0.239175258,0.347,0.216494845,0.095,0.086597938,0.606185567,0.482,1.44742268,0.432,0.624742268,0.315,0.455670103,0.665,0.303092784,0.209,0.294,0.263917526,0.383505155,1.698969072,0.105,0.179381443,0.322,0.465979381,0.314,0.146391753,0.981443299,0.487,0.478350515,0.499,0.870103093,0.511,0.155,0.305154639,68.3,0.426804124,1.758762887,-10.79,0.083,0.142268041,-4.39,0.372,0.540206186,0.37,0.2,0.911340206,0.509,0.463917526,0.501,0.872164948,0.543,0.168,0.327835052,0.417,5,67.5,97.5,48.9,19.8,27.5,25.2,110.6,50.4,16.9,31.3,32.4,76.9,-0.3,-0.1,-0.5,-0.2,-0.1,0.9,1.98,39.5,48.1,BINGHAMTON
0.487,0.309090909,1,3,0.113,0.109090909,0.666115702,0.517,1.408264463,0.451,0.634710744,0.33,0.46446281,0.609,0.282644628,0.201,2,6,4,103.2,0.319,0.272727273,0.393,0.209917355,0.082,0.07107438,0.581818182,0.441,1.340495868,0.398,0.533884298,0.276,0.370247934,0.754,0.279338843,0.208,0.204,0.170247934,0.474380165,1.462809917,0.085,0.143801653,0.282,0.378512397,0.306,0.115702479,0.961983471,0.435,0.418181818,0.445,0.752066116,0.482,0.183,0.338842975,67.4,0.371900826,1.738842975,13.44,0.087,0.147107438,3.73,0.387,0.545454545,0.342,0.18677686,0.862809917,0.519,0.447933884,0.555,0.938842975,0.534,0.167,0.327272727,0.733,11,67.4,106.7,50.7,19.7,32.9,33.3,92.1,44.3,20.5,21.9,27.9,78.5,0.5,0.3,0.7,2.1,2.4,2,2.51,29.8,67.8,BOISE-STATE
0.522,0.340145985,4,0,0.132,0.119708029,0.691970803,0.513,1.468613139,0.443,0.651094891,0.295,0.433576642,0.653,0.283211679,0.193,2,6,9,102.6,0.319,0.284671533,0.47,0.267153285,0.055,0.048175182,0.608759124,0.456,1.435036496,0.396,0.567883212,0.307,0.440875912,0.788,0.347445255,0.242,0.244,0.223357664,0.423357664,1.655474453,0.101,0.176642336,0.368,0.528467153,0.326,0.172262774,0.906569343,0.436,0.395620438,0.46,0.832116788,0.503,0.169,0.334306569,69.8,0.424817518,1.791240876,4.84,0.092,0.160583942,0.65,0.401,0.588321168,0.35,0.205839416,0.880291971,0.506,0.445255474,0.54,0.976642336,0.535,0.171,0.345985401,0.471,8,68.9,104,51.4,20,31.5,28.6,99.4,46.2,19.5,25.9,29.3,78,1.1,0.6,1.6,0.8,0.1,2.3,1.68,35.5,37.8,BRADLEY
0.55,0.359124088,1,3,0.101,0.090510949,0.727007299,0.511,1.468613139,0.444,0.652554745,0.287,0.42189781,0.734,0.309489051,0.211,0,8,3,106.9,0.332,0.287591241,0.471,0.258394161,0.078,0.071532847,0.57810219,0.433,1.43649635,0.382,0.548905109,0.298,0.427737226,0.679,0.290510949,0.202,0.24,0.22919708,0.416058394,1.535766423,0.082,0.138686131,0.379,0.544525547,0.271,0.147445255,0.891970803,0.45,0.401459854,0.443,0.80729927,0.468,0.15,0.289051095,67.8,0.423357664,1.811678832,14.12,0.073,0.124087591,4.72,0.378,0.554744526,0.355,0.197080292,0.913868613,0.498,0.455474453,0.557,1.01459854,0.543,0.156,0.309489051,0.824,14,69.5,111.1,49.8,18.8,33.4,30.6,92.5,42.9,16.3,24.4,30.5,76.8,-1,-1.1,-0.8,0.5,0.2,0.5,2.04,35.1,51.7,BRIGHAM-YOUNG
0.461,0.295833333,5,4,0.109,0.097222222,0.643055556,0.491,1.495833333,0.429,0.641666667,0.284,0.425,0.725,0.308333333,0.206,2,4,9,101.1,0.29,0.259722222,0.46,0.276388889,0.09,0.081944444,0.634722222,0.491,1.397222222,0.43,0.601388889,0.307,0.429166667,0.731,0.313888889,0.225,0.256,0.220833333,0.443055556,1.686111111,0.088,0.154166667,0.364,0.508333333,0.333,0.169444444,0.888888889,0.486,0.431944444,0.487,0.855555556,0.527,0.188,0.370833333,70.3,0.443055556,1.776388889,-1.86,0.096,0.169444444,-0.86,0.393,0.5875,0.314,0.184722222,0.908333333,0.503,0.456944444,0.513,0.902777778,0.523,0.161,0.325,0.5,9,69.4,101.1,48.5,18.9,28.4,29.3,101.2,50,19.9,27.8,31.2,76.5,-0.9,-0.6,-1.2,0.1,0.2,-0.7,1.63,34.3,0,BROWN
0.542,0.354385965,6,2,0.111,0.126315789,0.694736842,0.487,1.554385965,0.421,0.654385965,0.287,0.445614035,0.685,0.305263158,0.196,1,3,8,100.8,0.314,0.305263158,0.536,0.377192982,0.125,0.105263158,0.668421053,0.48,1.647368421,0.427,0.703508772,0.26,0.428070175,0.672,0.287719298,0.175,0.322,0.329824561,0.415789474,1.870175439,0.111,0.2,0.31,0.510526316,0.344,0.175438596,1.136842105,0.465,0.528070175,0.5,0.998245614,0.505,0.131,0.278947368,72.2,0.424561404,1.819298246,-9.17,0.079,0.142105263,-1.71,0.458,0.712280702,0.288,0.205263158,0.842105263,0.533,0.449122807,0.5,1,0.515,0.166,0.350877193,0.429,6,71.9,103.1,47.1,19.9,31,29.5,108,50.1,15.5,34.1,26.6,76.8,-1.3,-1.3,-1.4,0,0.9,0.9,2.53,28.7,68.5,BRYANT
0.558,0.355384615,9,0,0.055,0.055384615,0.64,0.515,1.423076923,0.448,0.636923077,0.257,0.366153846,0.79,0.289230769,0.203,2,3,13,99.9,0.213,0.176923077,0.439,0.327692308,0.069,0.06,0.655384615,0.52,1.632307692,0.457,0.746153846,0.215,0.350769231,0.759,0.266153846,0.163,0.301,0.275384615,0.384615385,1.963076923,0.121,0.212307692,0.378,0.616923077,0.332,0.204615385,1.015384615,0.533,0.541538462,0.533,0.930769231,0.546,0.112,0.226153846,70.2,0.381538462,1.753846154,-12.65,0.061,0.107692308,-4.15,0.387,0.550769231,0.346,0.190769231,0.872307692,0.511,0.446153846,0.467,0.816923077,0.549,0.176,0.341538462,0.188,3,70.3,100.1,51.5,19.5,21.3,25.7,113,52,13,30.4,21.5,77.9,1.4,1.1,1.7,0.3,0.2,1.2,1.6,29.1,50.6,BUCKNELL
0.501,0.373214286,4,3,0.103,0.1125,0.703571429,0.53,1.614285714,0.461,0.744642857,0.299,0.482142857,0.711,0.342857143,0.212,1,4,6,111.3,0.354,0.332142857,0.421,0.283928571,0.091,0.0875,0.605357143,0.479,1.578571429,0.428,0.675,0.295,0.466071429,0.69,0.321428571,0.204,0.274,0.266071429,0.432142857,1.832142857,0.076,0.139285714,0.309,0.4875,0.33,0.160714286,1.091071429,0.471,0.514285714,0.457,0.871428571,0.509,0.149,0.314285714,73.8,0.446428571,2.053571429,2.99,0.095,0.175,-0.09,0.405,0.653571429,0.339,0.221428571,0.960714286,0.545,0.523214286,0.543,1.035714286,0.557,0.151,0.328571429,0.571,8,73,111.2,52.1,18.7,35.7,29.6,104.2,49.6,15.4,29.2,31.2,77,0,0,0,0.1,0.8,-0.5,2.56,26.9,61.9,BUFFALO
0.534,0.295575221,0,1,0.099,0.076106195,0.582300885,0.506,1.279646018,0.433,0.553982301,0.311,0.398230088,0.698,0.277876106,0.217,3,6,6,98,0.255,0.196460177,0.498,0.279646018,0.117,0.083185841,0.575221239,0.489,1.323893805,0.424,0.561061947,0.277,0.366371681,0.7,0.256637168,0.194,0.256,0.2,0.424778761,1.552212389,0.095,0.152212389,0.417,0.552212389,0.314,0.173451327,0.771681416,0.502,0.387610619,0.499,0.775221239,0.518,0.173,0.313274336,64.1,0.392920354,1.571681416,2.82,0.081,0.12920354,5.57,0.444,0.568141593,0.327,0.185840708,0.711504425,0.517,0.368141593,0.501,0.778761062,0.535,0.181,0.323893805,0.571,8,63.3,103.9,48.5,20.6,27.4,30.9,99.2,50.6,19.7,25,29.3,77.1,-0.1,-0.3,0,-0.1,-0.3,1.3,1.84,36.6,62.5,BUTLER
0.506,0.268041237,6,1,0.07,0.057731959,0.632989691,0.446,1.327835052,0.399,0.529896907,0.385,0.511340206,0.677,0.346391753,0.261,2,1,9,93.1,0.315,0.274226804,0.537,0.298969072,0.067,0.059793814,0.595876289,0.485,1.342268041,0.415,0.556701031,0.361,0.484536082,0.715,0.346391753,0.258,0.271,0.235051546,0.505154639,1.64742268,0.088,0.144329897,0.386,0.517525773,0.363,0.187628866,0.824742268,0.448,0.369072165,0.478,0.830927835,0.524,0.165,0.311340206,65.8,0.482474227,1.531958763,-11.83,0.073,0.119587629,-3.74,0.323,0.428865979,0.293,0.125773196,0.898969072,0.45,0.404123711,0.522,0.907216495,0.488,0.18,0.344329897,0.25,3,63.9,95.3,44.9,22,31.8,37.5,107.7,48.9,17.6,28.8,36.8,77.2,-0.4,-0.6,-0.3,1.1,1.5,-0.7,1.46,34.9,38.5,CAL-POLY
0.389,0.25,4,1,0.125,0.084090909,0.663636364,0.461,1.511363636,0.426,0.643181818,0.283,0.427272727,0.628,0.268181818,0.177,1,5,5,95.4,0.308,0.295454545,0.594,0.295454545,0.064,0.075,0.663636364,0.475,1.259090909,0.395,0.497727273,0.453,0.570454545,0.685,0.390909091,0.31,0.23,0.197727273,0.425,1.586363636,0.081,0.140909091,0.468,0.588636364,0.34,0.2,0.670454545,0.444,0.297727273,0.473,0.861363636,0.518,0.211,0.409090909,69.6,0.518181818,1.661363636,-6.19,0.116,0.202272727,1.93,0.23,0.347727273,0.307,0.106818182,1.163636364,0.461,0.536363636,0.527,0.959090909,0.485,0.157,0.320454545,0.545,6,67.4,96.8,42.5,19.6,27.6,24.8,102,47.8,21.8,28.2,47.8,76.2,-1.1,-1.4,-0.8,-0.5,0.3,-1.4,1.78,42.5,55.1,CAL-STATE-BAKERSFIELD
0.424,0.272916667,3,3,0.069,0.058333333,0.63125,0.501,1.40625,0.458,0.64375,0.369,0.51875,0.759,0.39375,0.28,1,4,5,103.8,0.291,0.241666667,0.546,0.333333333,0.083,0.08125,0.5875,0.513,1.39375,0.438,0.610416667,0.272,0.379166667,0.681,0.258333333,0.185,0.231,0.189583333,0.495833333,1.6875,0.092,0.160416667,0.39,0.54375,0.383,0.208333333,0.85,0.473,0.402083333,0.471,0.777083333,0.536,0.185,0.358333333,69.4,0.391666667,1.802083333,-0.22,0.102,0.177083333,-1.42,0.304,0.427083333,0.283,0.120833333,0.979166667,0.534,0.522916667,0.529,0.872916667,0.545,0.161,0.316666667,0.583,7,66.2,105.2,48.7,18.1,29.6,36.6,106.2,51.4,19.6,27.7,27.6,76.7,-0.6,-1.1,-0.1,-0.6,-0.6,1.1,2.26,30.6,59.5,CAL-STATE-FULLERTON
0.434,0.243809524,5,1,0.087,0.072380952,0.59047619,0.438,1.432380952,0.392,0.561904762,0.247,0.354285714,0.742,0.262857143,0.184,3,4,8,91,0.253,0.232380952,0.571,0.346666667,0.074,0.072380952,0.687619048,0.494,1.417142857,0.429,0.607619048,0.266,0.377142857,0.778,0.293333333,0.207,0.299,0.251428571,0.375238095,1.693333333,0.082,0.137142857,0.41,0.580952381,0.318,0.184761905,0.836190476,0.506,0.422857143,0.533,0.939047619,0.53,0.17,0.327619048,66.8,0.415238095,1.518095238,-9.07,0.102,0.16952381,-0.07,0.316,0.453333333,0.29,0.131428571,0.979047619,0.44,0.43047619,0.467,0.822857143,0.474,0.157,0.297142857,0.385,5,65.4,96.6,42.5,18.1,25.6,24.4,106.5,49.8,20,32,29.6,76.3,-1.2,-1.6,-0.8,-0.6,-1,0.6,2.25,41.6,31.2,CAL-STATE-NORTHRIDGE
0.443,0.271014493,3,0,0.07,0.062318841,0.689855072,0.494,1.375362319,0.445,0.611594203,0.248,0.34057971,0.719,0.244927536,0.178,3,9,8,98.5,0.24,0.195652174,0.403,0.224637681,0.08,0.07826087,0.61884058,0.457,1.379710145,0.404,0.557971014,0.27,0.372463768,0.755,0.28115942,0.204,0.207,0.179710145,0.350724638,1.542028986,0.096,0.156521739,0.357,0.492753623,0.294,0.144927536,0.886956522,0.466,0.413043478,0.474,0.798550725,0.495,0.139,0.252173913,65.1,0.37826087,1.602898551,6.41,0.073,0.11884058,3.94,0.291,0.4,0.337,0.134782609,0.975362319,0.489,0.476811594,0.526,0.885507246,0.521,0.156,0.284057971,0.529,9,65.2,103.4,49.4,17.5,24.7,24.8,97,45.7,15.5,21.2,27,78.5,1.4,0.7,2.2,2.2,0.6,1.7,2.34,26,62.3,CALIFORNIA
0.549,0.357142857,4,2,0.061,0.044642857,0.6375,0.521,1.3875,0.468,0.65,0.236,0.326785714,0.699,0.228571429,0.165,2,5,6,103.9,0.241,0.189285714,0.457,0.248214286,0.088,0.082142857,0.596428571,0.492,1.301785714,0.417,0.542857143,0.252,0.328571429,0.679,0.223214286,0.171,0.208,0.167857143,0.367857143,1.503571429,0.092,0.148214286,0.44,0.573214286,0.34,0.194642857,0.728571429,0.478,0.348214286,0.48,0.764285714,0.516,0.181,0.321428571,64.4,0.333928571,1.673214286,-4.17,0.104,0.167857143,-3.99,0.329,0.457142857,0.316,0.144642857,0.930357143,0.543,0.505357143,0.52,0.826785714,0.542,0.142,0.255357143,0.571,8,61.7,103.4,50.7,16.1,24.2,19.7,106,52,18.8,23.8,26.6,75.5,-0.9,-0.9,-0.9,-1,-1.6,-2.9,2.66,21.4,81.5,CAMPBELL
0.544,0.339823009,6,0,0.069,0.067256637,0.592920354,0.464,1.573451327,0.397,0.624778761,0.282,0.444247788,0.713,0.316814159,0.201,3,5,9,98.8,0.283,0.283185841,0.504,0.345132743,0.12,0.107964602,0.716814159,0.513,1.472566372,0.465,0.684955752,0.3,0.442477876,0.72,0.318584071,0.216,0.283,0.233628319,0.415929204,1.828318584,0.08,0.143362832,0.334,0.492035398,0.284,0.139823009,0.980530973,0.556,0.545132743,0.52,0.950442478,0.543,0.175,0.357522124,72,0.417699115,1.77699115,-8.4,0.094,0.168141593,-1.09,0.426,0.67079646,0.314,0.210619469,0.902654867,0.459,0.414159292,0.48,0.876106195,0.498,0.14,0.290265487,0.357,5,69.9,98.4,44.9,16.2,27.3,28.9,107.6,52.8,18.5,29,31.4,77.9,0.2,0.2,0.2,0.3,1.9,2,2.28,35.1,72.7,CANISIUS
0.53,0.3609375,9,1,0.08,0.08125,0.640625,0.507,1.515625,0.449,0.68125,0.224,0.3390625,0.728,0.246875,0.163,0,4,11,96.4,0.252,0.225,0.543,0.4078125,0.082,0.078125,0.6671875,0.535,1.590625,0.472,0.7515625,0.307,0.4890625,0.703,0.34375,0.216,0.288,0.259375,0.3734375,2.0453125,0.116,0.215625,0.364,0.5796875,0.342,0.1984375,1.0109375,0.547,0.553125,0.517,0.9265625,0.561,0.141,0.3,74.1,0.4265625,1.784375,-17.62,0.092,0.1703125,1.88,0.37,0.5609375,0.312,0.175,0.9546875,0.53,0.50625,0.483,0.865625,0.532,0.188,0.3890625,0.313,5,72,97.9,48.5,22.2,24.3,23.4,115.1,55.7,15.4,34.2,30.5,77.8,-0.2,-1,0.6,2.1,1.1,1.6,1.2,32.1,43.3,CENTRAL-ARKANSAS
0.558,0.360714286,2,3,0.119,0.091071429,0.610714286,0.524,1.425,0.454,0.646428571,0.294,0.419642857,0.766,0.321428571,0.226,2,7,4,106.6,0.317,0.258928571,0.547,0.314285714,0.083,0.071428571,0.558928571,0.478,1.396428571,0.412,0.575,0.288,0.401785714,0.72,0.289285714,0.207,0.295,0.255357143,0.414285714,1.623214286,0.104,0.176785714,0.45,0.628571429,0.293,0.183928571,0.767857143,0.509,0.391071429,0.484,0.814285714,0.511,0.192,0.376785714,68.1,0.385714286,1.816071429,10.4,0.107,0.182142857,2.68,0.396,0.564285714,0.358,0.201785714,0.860714286,0.517,0.444642857,0.516,0.869642857,0.559,0.17,0.332142857,0.714,10,68.1,110.6,52.4,19.5,31.7,29.4,97.6,47.8,22.1,29.5,28.8,77.5,0.5,0.9,0,0.2,0.5,0.8,2.04,30.7,68.6,CENTRAL-FLORIDA
0.498,0.282142857,7,2,0.056,0.048214286,0.594642857,0.481,1.396428571,0.405,0.566071429,0.299,0.417857143,0.65,0.271428571,0.194,3,0,12,90.4,0.206,0.1875,0.526,0.380357143,0.105,0.0875,0.721428571,0.559,1.496428571,0.483,0.723214286,0.397,0.594642857,0.715,0.425,0.284,0.3,0.255357143,0.430357143,2.098214286,0.098,0.175,0.422,0.632142857,0.359,0.226785714,0.864285714,0.574,0.496428571,0.555,0.976785714,0.59,0.133,0.273214286,71.4,0.541071429,1.614285714,-18.03,0.086,0.153571429,1.33,0.404,0.564285714,0.373,0.210714286,0.832142857,0.427,0.355357143,0.445,0.782142857,0.506,0.187,0.367857143,0.143,2,70.1,97.8,48.1,20.8,22.4,29.9,115.5,55.9,15.4,32.2,39.7,76.8,0.7,1.6,-0.3,-0.5,-0.9,-0.7,1.98,39,15.1,CENTRAL-MICHIGAN
0.538,0.35625,1,2,0.08,0.072916667,0.595833333,0.552,1.38125,0.48,0.6625,0.284,0.391666667,0.771,0.302083333,0.219,1,5,5,108.1,0.23,0.177083333,0.45,0.308333333,0.085,0.070833333,0.591666667,0.537,1.45,0.473,0.685416667,0.244,0.354166667,0.812,0.2875,0.198,0.253,0.202083333,0.38125,1.845833333,0.084,0.141666667,0.368,0.533333333,0.352,0.1875,0.916666667,0.543,0.497916667,0.507,0.79375,0.57,0.149,0.283333333,67.5,0.31875,1.827083333,-0.05,0.079,0.133333333,0.7,0.398,0.55,0.364,0.2,0.83125,0.556,0.4625,0.493,0.772916667,0.583,0.155,0.2875,0.583,7,67.3,106.6,55.2,17,23.2,28.4,109.4,53.7,16.8,25.7,24.4,77.5,0.4,0.8,0,0.2,1.1,0.5,2.03,23.3,33.7,CHARLOTTE
0.476,0.339705882,3,6,0.079,0.070588235,0.636764706,0.546,1.498529412,0.476,0.713235294,0.271,0.405882353,0.725,0.294117647,0.196,1,7,4,114.7,0.352,0.292647059,0.433,0.254411765,0.11,0.1,0.538235294,0.465,1.438235294,0.409,0.588235294,0.245,0.352941176,0.683,0.241176471,0.168,0.272,0.238235294,0.370588235,1.577941176,0.081,0.136764706,0.375,0.539705882,0.297,0.160294118,0.898529412,0.476,0.427941176,0.455,0.776470588,0.491,0.168,0.325,67.3,0.395588235,1.929411765,8.18,0.111,0.186764706,-0.42,0.391,0.585294118,0.357,0.208823529,0.913235294,0.552,0.504411765,0.545,0.929411765,0.57,0.139,0.273529412,0.765,13,65.2,112.2,52.7,17.3,37,27.7,102.2,48.6,18.9,29.4,27.3,77.2,-0.5,-0.4,-0.5,0.2,1.1,0.9,2.21,24.5,69.3,CHATTANOOGA
0.441,0.235294118,9,1,0.071,0.058823529,0.6,0.443,1.414705882,0.377,0.533823529,0.292,0.413235294,0.655,0.270588235,0.191,3,4,12,88.4,0.308,0.291176471,0.569,0.355882353,0.11,0.088235294,0.654411765,0.529,1.388235294,0.45,0.625,0.375,0.520588235,0.729,0.379411765,0.273,0.279,0.232352941,0.442647059,1.847058824,0.094,0.161764706,0.403,0.558823529,0.389,0.217647059,0.829411765,0.491,0.407352941,0.499,0.886764706,0.565,0.165,0.323529412,68.9,0.5,1.523529412,-14.81,0.084,0.145588235,-1.87,0.432,0.611764706,0.303,0.185294118,0.802941176,0.434,0.348529412,0.501,0.891176471,0.473,0.199,0.4,0.294,5,68.9,91.3,44.5,23.4,32,29.5,111.1,52.9,19,30.4,37.5,75.6,-1.1,-1,-1.3,-1.3,-1.9,-1.3,1.56,31.2,7.6,CHICAGO-STATE
0.57,0.373529412,2,1,0.117,0.111764706,0.666176471,0.488,1.542647059,0.425,0.655882353,0.281,0.433823529,0.658,0.285294118,0.185,2,10,5,104.3,0.323,0.3,0.558,0.302941176,0.079,0.073529412,0.627941176,0.43,1.435294118,0.378,0.542647059,0.324,0.464705882,0.718,0.333823529,0.233,0.281,0.260294118,0.405882353,1.567647059,0.081,0.139705882,0.332,0.476470588,0.312,0.148529412,0.958823529,0.411,0.394117647,0.479,0.888235294,0.473,0.168,0.333823529,68.7,0.435294118,1.791176471,10.09,0.093,0.160294118,1.47,0.4,0.617647059,0.314,0.194117647,0.925,0.499,0.461764706,0.521,0.966176471,0.512,0.128,0.255882353,0.706,12,67.8,106,48.5,14.8,32.8,28.2,95.9,42.6,19,28.9,33.1,77.4,1.8,2.4,1.3,0.2,-0.8,-0.7,2.14,37.1,50.2,CINCINNATI
0.545,0.35503876,3,2,0.077,0.062015504,0.669767442,0.538,1.4,0.465,0.651162791,0.303,0.424806202,0.719,0.305426357,0.218,1,6,6,108.8,0.28,0.223255814,0.477,0.268217054,0.098,0.085271318,0.573643411,0.471,1.395348837,0.403,0.562790698,0.296,0.412403101,0.797,0.328682171,0.236,0.243,0.215503876,0.413953488,1.643410853,0.077,0.128682171,0.421,0.587596899,0.322,0.189147287,0.807751938,0.463,0.373643411,0.469,0.789147287,0.516,0.153,0.286821705,66.6,0.396899225,1.812403101,9.65,0.083,0.137984496,2.83,0.377,0.527131783,0.388,0.204651163,0.872868217,0.512,0.446511628,0.531,0.893023256,0.566,0.153,0.288372093,0.625,10,67.7,112.3,53.8,17.4,28.8,30.3,98.9,47.1,17.3,24.7,29.6,76.3,0.2,0.2,0.1,-1.1,-0.7,-1.6,2.1,26.9,48.6,CLEMSON
0.605,0.40754717,2,2,0.112,0.086792453,0.61509434,0.524,1.426415094,0.472,0.673584906,0.394,0.562264151,0.671,0.377358491,0.265,1,8,3,107,0.305,0.252830189,0.547,0.320754717,0.09,0.086792453,0.577358491,0.493,1.403773585,0.418,0.586792453,0.309,0.433962264,0.739,0.320754717,0.228,0.282,0.241509434,0.433962264,1.703773585,0.086,0.150943396,0.45,0.632075472,0.331,0.209433962,0.771698113,0.489,0.377358491,0.485,0.818867925,0.529,0.196,0.39245283,70,0.418867925,1.873584906,-0.36,0.12,0.209433962,-3.45,0.325,0.464150943,0.321,0.149056604,0.962264151,0.545,0.524528302,0.515,0.867924528,0.553,0.15,0.3,0.769,10,68.8,105.6,51.7,17.6,30.6,39.8,104.7,50.3,22.5,30.3,32.9,76.9,-0.9,-0.5,-1.4,-0.9,0.9,1.8,2.86,24.6,68.9,CLEVELAND-STATE
0.598,0.404958678,9,1,0.095,0.094214876,0.641322314,0.538,1.507438017,0.45,0.67768595,0.226,0.340495868,0.714,0.242975207,0.161,1,4,10,108,0.268,0.236363636,0.496,0.333884298,0.085,0.07107438,0.644628099,0.504,1.509090909,0.446,0.672727273,0.261,0.39338843,0.723,0.284297521,0.188,0.272,0.239669421,0.357024793,1.804958678,0.093,0.160330579,0.342,0.515702479,0.34,0.175206612,0.99338843,0.501,0.497520661,0.502,0.884297521,0.532,0.139,0.272727273,69.1,0.390082645,1.86446281,-2.47,0.083,0.143801653,-1.68,0.448,0.676033058,0.394,0.266115702,0.831404959,0.495,0.411570248,0.498,0.87768595,0.558,0.148,0.290909091,0.333,5,68.5,108.7,52.9,17.6,27.3,22.7,108.1,51.8,15.6,27.5,26.2,77.2,0.7,1.3,0.1,0.1,-0.2,-0.1,2.33,27.3,79.5,COLGATE
0.554,0.386538462,1,0,0.11,0.092307692,0.653846154,0.578,1.396153846,0.5,0.698076923,0.318,0.444230769,0.814,0.361538462,0.259,0,8,1,114.9,0.207,0.15,0.449,0.280769231,0.082,0.069230769,0.573076923,0.497,1.459615385,0.428,0.625,0.232,0.338461538,0.716,0.242307692,0.166,0.244,0.211538462,0.453846154,1.692307692,0.087,0.15,0.424,0.619230769,0.323,0.2,0.840384615,0.506,0.425,0.494,0.784615385,0.522,0.16,0.309615385,68.8,0.375,1.975,11.52,0.096,0.165384615,1.43,0.393,0.548076923,0.396,0.217307692,0.848076923,0.567,0.480769231,0.506,0.803846154,0.614,0.141,0.263461538,0.923,12,68.8,114.8,57.3,15.5,21.5,31.9,101.4,49.5,17.6,26.1,23.1,76.2,-0.7,-0.7,-0.7,-0.2,-1.1,-0.7,2.02,35.9,76.7,COLORADO-STATE
0.497,0.312280702,1,0,0.099,0.08245614,0.689473684,0.506,1.373684211,0.457,0.628070175,0.391,0.536842105,0.722,0.387719298,0.282,1,9,3,104.5,0.313,0.257894737,0.477,0.275438596,0.079,0.075438596,0.566666667,0.475,1.410526316,0.409,0.577192982,0.274,0.385964912,0.727,0.280701754,0.199,0.219,0.192982456,0.510526316,1.621052632,0.087,0.147368421,0.407,0.573684211,0.324,0.185964912,0.836842105,0.468,0.39122807,0.445,0.759649123,0.509,0.159,0.301754386,68,0.384210526,1.777192982,7.28,0.08,0.136842105,0.92,0.301,0.414035088,0.322,0.133333333,0.959649123,0.516,0.494736842,0.555,0.947368421,0.546,0.168,0.328070175,0.786,11,67.4,108.5,50.6,19.3,32,39.1,98.8,47.5,17.8,22.2,27.4,78.3,1.7,1.6,1.8,1.9,0.4,1.3,1.38,31.7,42.3,COLORADO
0.482,0.300884956,7,1,0.073,0.065486726,0.647787611,0.491,1.447787611,0.432,0.624778761,0.29,0.419469027,0.646,0.27079646,0.187,3,3,10,96.1,0.28,0.251327434,0.51,0.348672566,0.078,0.076106195,0.647787611,0.527,1.516814159,0.45,0.683185841,0.263,0.398230088,0.733,0.292035398,0.193,0.262,0.230088496,0.394690265,1.890265487,0.115,0.201769912,0.405,0.614159292,0.378,0.231858407,0.902654867,0.5,0.451327434,0.494,0.877876106,0.554,0.144,0.286725664,70.4,0.407079646,1.692035398,-17.69,0.076,0.134513274,-7.15,0.328,0.474336283,0.362,0.171681416,0.973451327,0.465,0.453097345,0.506,0.899115044,0.514,0.181,0.362831858,0.286,4,70.3,94.5,48.1,20.8,28.6,28.8,113.3,53.2,15.7,28.1,26.8,77.1,-0.3,-0.7,0,0.5,-0.1,0.9,1.17,35.4,0,COLUMBIA
