assist_percentage,assists,away_losses,away_wins,block_percentage,blocks,defensive_rebounds,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_attempts,free_throw_percentage,free_throws,free_throws_per_field_goal_attempt,home_losses,home_wins,losses,offensive_rating,offensive_rebound_percentage,offensive_rebounds,opp_assist_percentage,opp_assists,opp_block_percentage,opp_blocks,opp_defensive_rebounds,opp_effective_field_goal_percentage,opp_field_goal_attempts,opp_field_goal_percentage,opp_field_goals,opp_free_throw_attempt_rate,opp_free_throw_attempts,opp_free_throw_percentage,opp_free_throws,opp_free_throws_per_field_goal_attempt,opp_offensive_rebound_percentage,opp_offensive_rebounds,opp_personal_fouls,opp_points,opp_steal_percentage,opp_steals,opp_three_point_attempt_rate,opp_three_point_field_goal_attempts,opp_three_point_field_goal_percentage,opp_three_point_field_goals,opp_two_point_field_goal_attempts,opp_two_point_field_goal_percentage,opp_two_point_field_goals,opp_total_rebound_percentage,opp_total_rebounds,opp_true_shooting_percentage,opp_turnover_percentage,opp_turnovers,pace,personal_fouls,points,simple_rating_system,steal_percentage,steals,strength_of_schedule,three_point_attempt_rate,three_point_field_goal_attempts,three_point_field_goal_percentage,three_point_field_goals,two_point_field_goal_attempts,two_point_field_goal_percentage,two_point_field_goals,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,win_percentage,wins,AdjTempo,AdjOE,Off-eFG%,Off-TO%,Off-OR%,Off-FTRate,AdjDE,Def-eFG%,Def-TO%,Def-OR%,Def-FTRate,AvgHgt,EffHgt,C-Hgt,PF-Hgt,SF-Hgt,SG-Hgt,PG-Hgt,Experience,Bench,Continuity,abbreviation
0.491,0.3,2,1,0.107,0.1,0.706153846,0.484,1.423076923,0.429,0.610769231,0.37,0.526153846,0.731,0.384615385,0.27,4,6,7,102.5,0.279,0.246153846,0.496,0.307692308,0.089,0.083076923,0.635384615,0.469,1.523076923,0.407,0.62,0.245,0.373846154,0.716,0.267692308,0.176,0.261,0.249230769,0.48,1.696923077,0.083,0.143076923,0.385,0.586153846,0.323,0.189230769,0.936923077,0.46,0.430769231,0.482,0.884615385,0.499,0.133,0.261538462,68.8,0.386153846,1.763076923,8.72,0.084,0.144615385,6.03,0.347,0.493846154,0.318,0.156923077,0.929230769,0.488,0.453846154,0.518,0.952307692,0.527,0.152,0.3,0.563,9,68.3,108.6,48.4,17.6,28,37,97.3,46.9,15.2,26.1,24.5,77.9,1,0.8,1.2,2.2,1.6,-0.9,2.18,24.7,45,MARYLAND
0.53,0.344262295,4,0,0.072,0.068852459,0.573770492,0.541,1.444262295,0.449,0.649180328,0.331,0.478688525,0.736,0.352459016,0.244,1,6,8,110.9,0.267,0.227868852,0.536,0.381967213,0.056,0.044262295,0.626229508,0.55,1.472131148,0.484,0.713114754,0.272,0.4,0.754,0.301639344,0.205,0.289,0.232786885,0.431147541,1.919672131,0.08,0.137704918,0.352,0.518032787,0.37,0.191803279,0.954098361,0.546,0.521311475,0.517,0.859016393,0.577,0.154,0.301639344,69.1,0.418032787,1.914754098,0.27,0.087,0.150819672,0.47,0.449,0.649180328,0.407,0.263934426,0.795081967,0.485,0.385245902,0.483,0.801639344,0.573,0.143,0.278688525,0.467,7,69.8,112.6,54.1,16.2,27.1,33.1,111,55,17.5,29.4,27.2,76.5,0.2,-0.2,0.6,-0.3,-1.3,-1.2,2.18,32.9,37.1,MASSACHUSETTS
0.454,0.32173913,8,0,0.113,0.101449275,0.684057971,0.496,1.589855072,0.446,0.708695652,0.331,0.526086957,0.603,0.317391304,0.2,0,4,11,99.4,0.358,0.352173913,0.559,0.343478261,0.072,0.076811594,0.631884058,0.486,1.465217391,0.419,0.614492754,0.365,0.534782609,0.721,0.385507246,0.263,0.257,0.236231884,0.436231884,1.808695652,0.11,0.210144928,0.387,0.566666667,0.343,0.194202899,0.898550725,0.468,0.420289855,0.456,0.868115942,0.526,0.197,0.42173913,76.2,0.48115942,1.894202899,-10.41,0.128,0.243478261,1.9,0.332,0.527536232,0.302,0.15942029,1.062318841,0.517,0.549275362,0.544,1.036231884,0.515,0.185,0.41884058,0.353,6,71.9,94.5,45.7,23.6,31.2,33.5,108.4,50.6,19.4,30.8,42,77.7,0.2,1.4,-1,0.1,1.2,2.1,1.64,40.8,20.1,MCNEESE-STATE
0.583,0.396666667,4,1,0.173,0.15,0.643333333,0.528,1.45,0.469,0.68,0.411,0.596666667,0.679,0.405,0.279,1,7,6,104.8,0.385,0.331666667,0.533,0.321666667,0.108,0.105,0.53,0.473,1.5,0.402,0.603333333,0.33,0.495,0.697,0.345,0.23,0.317,0.298333333,0.5,1.765,0.136,0.251666667,0.423,0.635,0.336,0.213333333,0.865,0.451,0.39,0.459,0.828333333,0.509,0.19,0.406666667,73.9,0.478333333,1.935,13.21,0.119,0.22,6.41,0.329,0.476666667,0.357,0.17,0.973333333,0.524,0.51,0.541,0.975,0.558,0.205,0.448333333,0.6,9,73.4,111.4,52.8,24.3,39,41.1,96.4,47.3,22.1,32.3,33,78.2,1.5,0.9,2,2.1,2.1,-1.1,1.61,44.2,52.1,MEMPHIS
0.602,0.38677686,5,2,0.078,0.069421488,0.654545455,0.521,1.449586777,0.444,0.642975207,0.255,0.370247934,0.754,0.279338843,0.193,1,5,7,103.4,0.252,0.211570248,0.523,0.332231405,0.096,0.07768595,0.626446281,0.504,1.452892562,0.437,0.634710744,0.276,0.401652893,0.749,0.300826446,0.207,0.267,0.238016529,0.350413223,1.765289256,0.107,0.185123967,0.39,0.566942149,0.344,0.195041322,0.885950413,0.496,0.439669421,0.5,0.86446281,0.537,0.163,0.320661157,69.2,0.371900826,1.788429752,-5.1,0.108,0.18677686,-1.03,0.439,0.636363636,0.351,0.223140496,0.81322314,0.516,0.419834711,0.5,0.866115702,0.55,0.164,0.319008264,0.533,8,66.4,105.4,51.7,18,24.4,26.5,109.5,53,17.1,29.3,29.6,77.4,-0.1,0.1,-0.3,1.1,0.3,1.3,2.2,23.8,44.3,MERCER
0.469,0.246875,6,3,0.139,0.115625,0.490625,0.473,1.3078125,0.403,0.5265625,0.26,0.340625,0.702,0.2390625,0.183,2,5,8,92.2,0.182,0.153125,0.596,0.3296875,0.1,0.0765625,0.6890625,0.486,1.296875,0.427,0.553125,0.337,0.4375,0.707,0.309375,0.239,0.376,0.2953125,0.3546875,1.5703125,0.089,0.1421875,0.357,0.4625,0.334,0.1546875,0.834375,0.478,0.3984375,0.605,0.984375,0.522,0.211,0.4015625,64,0.396875,1.4765625,-10.09,0.148,0.2375,-4.16,0.417,0.5453125,0.338,0.184375,0.7625,0.449,0.3421875,0.395,0.64375,0.502,0.158,0.275,0.5,8,62.5,97,46.8,17.6,19.2,25.5,105.4,49.7,24.2,38.5,35.4,75.5,-1.2,-1.5,-1,-0.1,-2.5,-2.3,2.22,27.3,86.8,MERRIMACK
0.484,0.329411765,1,3,0.097,0.082352941,0.595588235,0.535,1.442647059,0.472,0.680882353,0.338,0.488235294,0.747,0.364705882,0.253,1,8,4,109.8,0.22,0.177941176,0.567,0.380882353,0.082,0.076470588,0.632352941,0.536,1.469117647,0.457,0.672058824,0.253,0.372058824,0.692,0.257352941,0.175,0.299,0.254411765,0.411764706,1.830882353,0.073,0.126470588,0.424,0.623529412,0.368,0.229411765,0.845588235,0.523,0.442647059,0.534,0.886764706,0.556,0.174,0.345588235,69.5,0.385294118,1.907352941,8.08,0.121,0.210294118,5.02,0.355,0.511764706,0.353,0.180882353,0.930882353,0.537,0.5,0.466,0.773529412,0.57,0.125,0.239705882,0.765,13,69.5,114.6,53.5,13.9,23.7,33.8,104.7,53.6,20.1,31.4,25.3,77,0.8,1,0.6,0.1,-0.2,-1.3,2.01,23.1,40.6,MIAMI-FL
0.48,0.343362832,4,2,0.11,0.095575221,0.683185841,0.532,1.568141593,0.456,0.715044248,0.243,0.380530973,0.767,0.292035398,0.186,3,5,7,112.8,0.289,0.256637168,0.513,0.315044248,0.096,0.084955752,0.631858407,0.478,1.504424779,0.408,0.614159292,0.256,0.385840708,0.739,0.284955752,0.189,0.265,0.246017699,0.42300885,1.722123894,0.077,0.134513274,0.421,0.633628319,0.33,0.208849558,0.87079646,0.465,0.405309735,0.483,0.877876106,0.51,0.151,0.299115044,69.5,0.37699115,1.961061947,1.16,0.075,0.130973451,-0.11,0.435,0.681415929,0.351,0.238938053,0.886725664,0.537,0.476106195,0.517,0.939823009,0.561,0.122,0.242477876,0.5,7,68.1,109.7,51.1,13.9,28.1,23.1,106.9,51.5,17,30.7,26.7,74.8,-0.9,-1.4,-0.3,-2.5,-2.5,-4,2.6,25.6,81.5,MIAMI-OH
0.633,0.425,0,3,0.162,0.159375,0.7390625,0.535,1.4359375,0.468,0.671875,0.334,0.4796875,0.73,0.35,0.244,0,8,2,107.4,0.324,0.2703125,0.49,0.2984375,0.099,0.09375,0.5640625,0.447,1.5453125,0.394,0.609375,0.242,0.3734375,0.703,0.2625,0.17,0.246,0.240625,0.453125,1.64375,0.1,0.1765625,0.363,0.5609375,0.29,0.1625,0.984375,0.454,0.446875,0.444,0.8046875,0.477,0.14,0.2796875,70.3,0.384375,1.8875,16.87,0.088,0.1546875,7.12,0.342,0.490625,0.395,0.19375,0.9453125,0.506,0.478125,0.556,1.009375,0.567,0.178,0.359375,0.875,14,70.2,113.5,53.5,20.6,33.3,33.4,93.9,44.7,16,25.6,24.2,78.7,1.5,1.4,1.7,2.7,1.9,0.9,1.79,36.8,47.3,MICHIGAN-STATE
0.523,0.355769231,3,1,0.079,0.075,0.707692308,0.529,1.446153846,0.471,0.680769231,0.295,0.426923077,0.68,0.290384615,0.201,2,4,6,106.2,0.312,0.257692308,0.405,0.253846154,0.073,0.069230769,0.567307692,0.464,1.534615385,0.409,0.626923077,0.229,0.351923077,0.705,0.248076923,0.162,0.246,0.230769231,0.405769231,1.671153846,0.076,0.130769231,0.38,0.582692308,0.29,0.169230769,0.951923077,0.481,0.457692308,0.453,0.798076923,0.491,0.127,0.248076923,68.5,0.375,1.819230769,12.88,0.065,0.111538462,6.96,0.34,0.492307692,0.34,0.167307692,0.953846154,0.538,0.513461538,0.547,0.965384615,0.552,0.161,0.315384615,0.538,7,67.1,114.4,52.9,18.3,31.3,29.5,96.3,46.4,14.5,24.6,22.9,78.2,2.8,3.4,2.1,2.3,-1.7,0.3,1.45,25.3,40,MICHIGAN
0.461,0.308333333,6,1,0.124,0.108333333,0.613333333,0.509,1.505,0.444,0.668333333,0.313,0.471666667,0.731,0.345,0.229,0,6,6,105.2,0.302,0.27,0.487,0.283333333,0.096,0.081666667,0.623333333,0.488,1.358333333,0.428,0.581666667,0.364,0.495,0.707,0.35,0.258,0.283,0.241666667,0.43,1.675,0.093,0.166666667,0.357,0.485,0.333,0.161666667,0.873333333,0.481,0.42,0.495,0.865,0.526,0.209,0.42,71.3,0.476666667,1.876666667,1.73,0.124,0.221666667,-0.89,0.435,0.655,0.298,0.195,0.85,0.557,0.473333333,0.505,0.883333333,0.543,0.162,0.335,0.6,9,71.3,101.4,49,19.9,29.6,32.7,102.3,49.5,21.8,28.9,38.9,76.8,-0.8,-1.1,-0.5,0.5,-0.4,0.6,1.46,35.1,34.2,MIDDLE-TENNESSEE
0.481,0.284375,5,3,0.095,0.0875,0.7046875,0.477,1.40625,0.42,0.590625,0.269,0.378125,0.698,0.2640625,0.188,4,2,11,93,0.234,0.2046875,0.513,0.3171875,0.08,0.0703125,0.671875,0.462,1.5671875,0.395,0.61875,0.256,0.4015625,0.763,0.30625,0.195,0.291,0.2890625,0.3671875,1.7546875,0.106,0.1828125,0.412,0.6453125,0.327,0.2109375,0.921875,0.442,0.4078125,0.514,0.9609375,0.499,0.129,0.2609375,69,0.421875,1.6046875,-11.04,0.075,0.1296875,-3.17,0.376,0.528125,0.302,0.159375,0.878125,0.491,0.43125,0.486,0.909375,0.506,0.176,0.3390625,0.313,5,67.4,97.7,47.5,20.2,25.3,28.9,105.4,47.1,15,32.1,25.8,77.8,1.4,1.4,1.3,-0.1,0.9,0.9,1.62,33.4,44.8,MILWAUKEE
0.474,0.301754386,2,3,0.08,0.077192982,0.663157895,0.511,1.415789474,0.45,0.636842105,0.264,0.373684211,0.704,0.263157895,0.186,2,5,4,102.4,0.168,0.143859649,0.493,0.303508772,0.1,0.09122807,0.712280702,0.472,1.447368421,0.425,0.615789474,0.225,0.326315789,0.731,0.238596491,0.165,0.251,0.222807018,0.394736842,1.603508772,0.066,0.110526316,0.332,0.480701754,0.277,0.133333333,0.966666667,0.499,0.48245614,0.537,0.935087719,0.5,0.15,0.28245614,66.7,0.338596491,1.70877193,9.09,0.09,0.150877193,4.8,0.357,0.505263158,0.34,0.171929825,0.910526316,0.511,0.464912281,0.463,0.807017544,0.536,0.124,0.224561404,0.714,10,67,107.7,51.1,13.5,17.8,26.4,97.8,47.1,17,26.1,22.5,77.5,-0.1,-0.2,0,-0.6,0.9,2.4,2.63,14.3,7.9,MINNESOTA
0.54,0.368595041,1,0,0.139,0.105785124,0.65785124,0.531,1.429752066,0.477,0.682644628,0.334,0.47768595,0.734,0.350413223,0.245,1,9,4,112.9,0.357,0.290909091,0.556,0.320661157,0.069,0.067768595,0.523966942,0.493,1.383471074,0.417,0.576859504,0.228,0.315702479,0.696,0.219834711,0.159,0.229,0.195041322,0.395041322,1.585123967,0.09,0.148760331,0.449,0.621487603,0.34,0.211570248,0.761983471,0.479,0.365289256,0.431,0.719008264,0.517,0.172,0.319008264,66.2,0.352066116,1.869421488,12.4,0.124,0.204958678,0.93,0.316,0.451239669,0.341,0.153719008,0.978512397,0.541,0.52892562,0.569,0.948760331,0.564,0.148,0.287603306,0.733,11,66,113.7,53.2,17.5,36,33.4,99.2,49.4,19.2,23.3,22.8,77.8,0.7,0.3,1.2,2.1,-0.1,0.5,1.72,30.4,36.9,MISSISSIPPI-STATE
0.489,0.274336283,9,1,0.07,0.067256637,0.509734513,0.413,1.562831858,0.359,0.561061947,0.293,0.45840708,0.641,0.29380531,0.188,4,0,13,84.4,0.231,0.253097345,0.558,0.437168142,0.102,0.099115044,0.844247788,0.607,1.476106195,0.531,0.784070796,0.388,0.573451327,0.698,0.4,0.271,0.35,0.274336283,0.428318584,2.192920354,0.097,0.182300885,0.347,0.511504425,0.439,0.224778761,0.96460177,0.58,0.559292035,0.595,1.118584071,0.627,0.188,0.403539823,75.1,0.474336283,1.584070796,-25.74,0.097,0.182300885,-1.17,0.381,0.594690265,0.283,0.168141593,0.968141593,0.406,0.392920354,0.405,0.762831858,0.445,0.165,0.352212389,0.071,1,74,89,41.3,18.8,23.6,29.3,118.6,60.7,21.6,36,38.8,75,-0.8,-0.8,-0.8,-3,-2.9,-2.5,1.07,32.3,28.8,MISSISSIPPI-VALLEY-STATE
0.557,0.348760331,2,0,0.084,0.076033058,0.662809917,0.49,1.459504132,0.429,0.626446281,0.28,0.408264463,0.696,0.284297521,0.195,1,8,6,98.8,0.267,0.239669421,0.598,0.357024793,0.076,0.069421488,0.659504132,0.472,1.419834711,0.42,0.596694215,0.267,0.378512397,0.677,0.256198347,0.18,0.255,0.226446281,0.396694215,1.596694215,0.097,0.168595041,0.362,0.514049587,0.286,0.147107438,0.905785124,0.496,0.449586777,0.495,0.885950413,0.499,0.189,0.371900826,69.5,0.368595041,1.715702479,5.99,0.116,0.201652893,1.19,0.377,0.550413223,0.324,0.178512397,0.909090909,0.493,0.447933884,0.505,0.902479339,0.519,0.16,0.314049587,0.6,9,67.3,103.1,49.1,18,27.4,28,95.8,47.3,21.5,26.3,26.7,77.5,1.4,1.9,0.9,0.5,0.4,-0.7,2.08,34.1,48.5,MISSISSIPPI
0.468,0.333793103,2,3,0.088,0.08,0.653793103,0.569,1.463448276,0.487,0.713103448,0.256,0.375172414,0.779,0.292413793,0.2,3,7,6,113.8,0.256,0.205517241,0.412,0.251034483,0.089,0.075862069,0.59862069,0.485,1.44137931,0.423,0.609655172,0.283,0.408275862,0.726,0.296551724,0.206,0.234,0.2,0.411034483,1.695172414,0.081,0.139310345,0.371,0.535172414,0.335,0.179310345,0.906206897,0.475,0.430344828,0.482,0.79862069,0.518,0.152,0.293793103,68.9,0.393103448,1.95862069,7.12,0.083,0.142068966,-1.35,0.416,0.608275862,0.395,0.24,0.855172414,0.553,0.473103448,0.518,0.859310345,0.597,0.145,0.27862069,0.667,12,67.4,112.4,55.7,16.2,26.7,25.5,103.1,49.3,17.4,25.3,29,77,0.3,0,0.7,-0.2,-0.2,0.3,2.13,29.1,61.9,MISSOURI-STATE
0.465,0.27768595,4,0,0.11,0.097520661,0.614876033,0.447,1.476033058,0.404,0.596694215,0.311,0.459504132,0.73,0.33553719,0.227,2,6,8,94.6,0.326,0.302479339,0.49,0.319008264,0.079,0.076033058,0.626446281,0.529,1.419834711,0.459,0.651239669,0.324,0.459504132,0.662,0.304132231,0.214,0.265,0.221487603,0.416528926,1.804958678,0.096,0.168595041,0.376,0.533884298,0.372,0.198347107,0.885950413,0.511,0.452892562,0.48,0.847933884,0.551,0.168,0.330578512,69.9,0.419834711,1.654545455,-3.84,0.095,0.166942149,4.95,0.345,0.509090909,0.247,0.125619835,0.966942149,0.487,0.47107438,0.52,0.917355372,0.488,0.174,0.357024793,0.467,7,68.5,102.4,44.1,21.2,32.6,31,103,53.6,18.5,27.4,32.5,77.4,0.1,0.3,-0.2,0.1,0.9,1.2,1.65,32,19.7,MISSOURI
0.45,0.282692308,2,7,0.097,0.080769231,0.692307692,0.506,1.411538462,0.446,0.628846154,0.343,0.484615385,0.806,0.390384615,0.277,1,3,3,104.4,0.28,0.230769231,0.505,0.286538462,0.087,0.080769231,0.592307692,0.453,1.457692308,0.389,0.567307692,0.326,0.475,0.737,0.35,0.24,0.262,0.246153846,0.45,1.671153846,0.091,0.157692308,0.426,0.621153846,0.3,0.186538462,0.836538462,0.455,0.380769231,0.476,0.838461538,0.496,0.153,0.303846154,69.7,0.442307692,1.819230769,6.32,0.085,0.148076923,0.4,0.339,0.478846154,0.357,0.171153846,0.932692308,0.491,0.457692308,0.524,0.923076923,0.554,0.168,0.330769231,0.769,10,69.4,104,50.6,19,28,34.3,98.2,45.3,17.4,26.2,32.6,77.1,0.8,1.2,0.4,-0.3,-0.5,0,2.7,21.4,50.6,MONMOUTH
0.531,0.355072464,4,4,0.095,0.084057971,0.649275362,0.544,1.415942029,0.472,0.668115942,0.349,0.494202899,0.727,0.35942029,0.254,1,6,5,107.2,0.249,0.205797101,0.412,0.236231884,0.076,0.065217391,0.620289855,0.476,1.368115942,0.419,0.573913043,0.369,0.504347826,0.756,0.38115942,0.279,0.214,0.176811594,0.476811594,1.682608696,0.096,0.171014493,0.355,0.485507246,0.316,0.153623188,0.882608696,0.476,0.420289855,0.482,0.797101449,0.523,0.178,0.349275362,70.9,0.463768116,1.9,-1.18,0.085,0.150724638,-5.85,0.39,0.552173913,0.37,0.204347826,0.863768116,0.537,0.463768116,0.518,0.855072464,0.576,0.162,0.31884058,0.706,12,68.9,102,52.6,18.8,24.9,37.3,101.1,48.6,19.8,23.4,39.7,76.8,0.2,-0.5,0.8,1.2,1.4,-3.7,1.76,27.9,73.7,MONTANA-STATE
0.595,0.383823529,6,2,0.082,0.076470588,0.648529412,0.521,1.429411765,0.452,0.645588235,0.303,0.433823529,0.817,0.354411765,0.248,0,9,6,107.3,0.194,0.160294118,0.424,0.235294118,0.093,0.082352941,0.664705882,0.474,1.329411765,0.417,0.554411765,0.344,0.457352941,0.698,0.319117647,0.24,0.232,0.195588235,0.423529412,1.579411765,0.058,0.1,0.3,0.398529412,0.38,0.151470588,0.930882353,0.433,0.402941176,0.515,0.860294118,0.511,0.188,0.358823529,68.7,0.442647059,1.842647059,-4.74,0.085,0.145588235,-4.88,0.384,0.548529412,0.359,0.197058824,0.880882353,0.509,0.448529412,0.485,0.808823529,0.563,0.133,0.25,0.647,11,67.2,103.7,49.1,15.7,18.2,33.4,104.3,51.9,20.8,27.9,40.8,76.8,0,-0.2,0.2,-1.1,-0.4,0.6,1.79,32.8,69.2,MONTANA
0.649,0.4109375,5,3,0.157,0.15,0.653125,0.542,1.3671875,0.463,0.6328125,0.307,0.4203125,0.643,0.2703125,0.198,0,7,5,104.8,0.322,0.2625,0.517,0.315625,0.103,0.0796875,0.5515625,0.48,1.446875,0.422,0.6109375,0.187,0.2703125,0.688,0.1859375,0.129,0.254,0.221875,0.403125,1.575,0.12,0.2,0.341,0.49375,0.339,0.1671875,0.953125,0.466,0.44375,0.458,0.7734375,0.5,0.172,0.328125,67,0.3453125,1.753125,-0.53,0.095,0.159375,-2.37,0.432,0.590625,0.368,0.2171875,0.7765625,0.535,0.415625,0.542,0.915625,0.559,0.188,0.3625,0.688,11,65.9,105,53.1,22.6,32.4,32.9,102.6,49.1,18.5,29.8,19,77.2,-0.3,0.5,-1.1,-0.6,0,2.3,1.58,25.5,52.2,MOREHEAD-STATE
0.534,0.379047619,6,1,0.096,0.083809524,0.653333333,0.504,1.582857143,0.449,0.71047619,0.308,0.487619048,0.66,0.321904762,0.203,0,4,7,98.2,0.244,0.228571429,0.552,0.342857143,0.079,0.081904762,0.708571429,0.506,1.441904762,0.431,0.620952381,0.346,0.499047619,0.691,0.344761905,0.239,0.279,0.253333333,0.415238095,1.803809524,0.093,0.180952381,0.395,0.56952381,0.381,0.217142857,0.872380952,0.463,0.403809524,0.522,0.961904762,0.537,0.236,0.518095238,78,0.455238095,1.916190476,-18.96,0.131,0.255238095,-5.18,0.345,0.546666667,0.317,0.173333333,1.036190476,0.518,0.537142857,0.478,0.881904762,0.528,0.169,0.36952381,0.462,6,72,95.9,44.6,21.3,26.9,26.6,109,53.4,22.4,35.3,37.1,76.3,-0.9,-0.6,-1.2,-1,-1,0.3,2.67,39.7,54.6,MORGAN-STATE
0.5,0.389285714,1,3,0.088,0.075,0.683928571,0.568,1.5625,0.498,0.778571429,0.322,0.503571429,0.674,0.339285714,0.217,0,7,2,117.2,0.346,0.298214286,0.43,0.258928571,0.093,0.092857143,0.564285714,0.48,1.460714286,0.412,0.601785714,0.263,0.383928571,0.702,0.269642857,0.185,0.253,0.232142857,0.421428571,1.673214286,0.082,0.148214286,0.414,0.605357143,0.33,0.2,0.855357143,0.47,0.401785714,0.448,0.796428571,0.509,0.186,0.375,72.1,0.371428571,2.114285714,11.06,0.113,0.203571429,1.24,0.363,0.567857143,0.384,0.217857143,0.994642857,0.564,0.560714286,0.552,0.982142857,0.587,0.149,0.316071429,0.857,12,68.8,110.2,53.4,19.1,35.5,31.8,100.3,50.6,21.8,30,25.2,76.8,0.1,0.3,-0.1,-0.1,-0.6,-0.4,1.65,26.4,52.7,MURRAY-STATE
0.489,0.31,2,6,0.088,0.071666667,0.648333333,0.518,1.375,0.461,0.633333333,0.291,0.4,0.675,0.27,0.196,2,4,4,103.9,0.326,0.266666667,0.577,0.305,0.086,0.078333333,0.551666667,0.463,1.303333333,0.405,0.528333333,0.311,0.405,0.663,0.268333333,0.206,0.239,0.203333333,0.426666667,1.475,0.106,0.173333333,0.379,0.493333333,0.304,0.15,0.81,0.467,0.378333333,0.452,0.755,0.493,0.189,0.348333333,65.3,0.406666667,1.695,2.85,0.117,0.191666667,-3.08,0.338,0.465,0.341,0.158333333,0.91,0.522,0.475,0.548,0.915,0.542,0.172,0.325,0.733,11,66.6,103.4,50.7,20.1,32.2,30.2,98.4,47,20.5,24.5,31.7,76.4,-1.5,-1.8,-1.3,-0.8,0.4,0.6,2.37,35.8,67.5,NAVY
0.495,0.291176471,8,0,0.073,0.069117647,0.630882353,0.471,1.441176471,0.408,0.588235294,0.291,0.419117647,0.733,0.307352941,0.213,6,3,14,92.3,0.221,0.202941176,0.483,0.336764706,0.084,0.075,0.716176471,0.526,1.526470588,0.457,0.697058824,0.353,0.538235294,0.757,0.407352941,0.267,0.287,0.254411765,0.420588235,2.011764706,0.095,0.172058824,0.381,0.580882353,0.362,0.210294118,0.945588235,0.515,0.486764706,0.538,0.970588235,0.564,0.137,0.283823529,72.2,0.464705882,1.664705882,-15.56,0.068,0.123529412,-0.18,0.383,0.551470588,0.328,0.180882353,0.889705882,0.458,0.407352941,0.462,0.833823529,0.507,0.18,0.360294118,0.176,3,71.9,97.1,47.1,20.4,23.5,28.6,113,53.5,15.5,31.2,35.9,76.8,-0.4,-0.8,-0.1,0.1,-0.4,0.3,1.92,38.1,34.1,NEBRASKA-OMAHA
0.511,0.326241135,4,0,0.079,0.072340426,0.639716312,0.49,1.475177305,0.433,0.638297872,0.318,0.469503546,0.719,0.337588652,0.229,6,6,11,97.9,0.204,0.188652482,0.522,0.357446809,0.092,0.082269504,0.734751773,0.513,1.568794326,0.437,0.685106383,0.263,0.412765957,0.684,0.282269504,0.18,0.328,0.312056738,0.44822695,1.890780142,0.097,0.175886525,0.418,0.655319149,0.364,0.238297872,0.913475177,0.489,0.446808511,0.558,1.046808511,0.536,0.176,0.377304965,72.9,0.415602837,1.782978723,-0.36,0.105,0.191489362,4.11,0.395,0.582978723,0.29,0.168794326,0.892198582,0.526,0.469503546,0.442,0.828368794,0.525,0.152,0.303546099,0.353,6,72.9,103.5,49,16.7,20.4,31.8,103.1,51.3,20.7,32.9,26.3,77.8,1,0.6,1.5,1.4,0.4,0.4,1.3,31.4,31.9,NEBRASKA
0.601,0.407692308,3,0,0.094,0.086538462,0.719230769,0.506,1.532692308,0.443,0.678846154,0.319,0.488461538,0.772,0.376923077,0.246,2,5,6,101.9,0.24,0.215384615,0.528,0.367307692,0.08,0.076923077,0.680769231,0.51,1.590384615,0.438,0.696153846,0.254,0.403846154,0.676,0.273076923,0.172,0.246,0.234615385,0.471153846,1.898076923,0.08,0.151923077,0.421,0.669230769,0.342,0.228846154,0.921153846,0.507,0.467307692,0.495,0.915384615,0.533,0.159,0.336538462,75.6,0.413461538,1.926923077,3.1,0.08,0.151923077,4.85,0.371,0.569230769,0.338,0.192307692,0.963461538,0.505,0.486538462,0.505,0.934615385,0.546,0.164,0.346153846,0.538,7,72.6,108.9,49.8,18.1,24,31.6,101.5,51.9,18,26.6,27,78.5,2,2.8,1.2,1.1,1.1,1.4,1.95,27.1,67.3,NEVADA
0.484,0.313636364,5,1,0.087,0.075,0.677272727,0.526,1.459090909,0.444,0.647727273,0.268,0.390909091,0.674,0.263636364,0.181,0,5,5,110.6,0.282,0.243181818,0.432,0.254545455,0.065,0.054545455,0.620454545,0.478,1.404545455,0.419,0.588636364,0.256,0.359090909,0.715,0.256818182,0.183,0.224,0.195454545,0.413636364,1.6,0.077,0.125,0.388,0.545454545,0.304,0.165909091,0.859090909,0.492,0.422727273,0.47,0.815909091,0.508,0.141,0.259090909,65.1,0.338636364,1.8,-3.15,0.081,0.131818182,-3.71,0.425,0.620454545,0.388,0.240909091,0.838636364,0.485,0.406818182,0.53,0.920454545,0.547,0.115,0.213636364,0.545,6,63.1,103.6,51.2,14.4,26.2,27.6,106.8,49,13.7,24.9,30.4,77.4,-0.1,0.1,-0.4,0.1,1,1.3,2.27,27.1,73.4,NEW-HAMPSHIRE
