,abbreviation,assist_percentage,assists,away_losses,away_wins,block_percentage,blocks,defensive_rebounds,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_attempts,free_throw_percentage,free_throws,free_throws_per_field_goal_attempt,home_losses,home_wins,losses,offensive_rating,offensive_rebound_percentage,offensive_rebounds,opp_assist_percentage,opp_assists,opp_block_percentage,opp_blocks,opp_defensive_rebounds,opp_effective_field_goal_percentage,opp_field_goal_attempts,opp_field_goal_percentage,opp_field_goals,opp_free_throw_attempt_rate,opp_free_throw_attempts,opp_free_throw_percentage,opp_free_throws,opp_free_throws_per_field_goal_attempt,opp_offensive_rebound_percentage,opp_offensive_rebounds,opp_personal_fouls,opp_points,opp_steal_percentage,opp_steals,opp_three_point_attempt_rate,opp_three_point_field_goal_attempts,opp_three_point_field_goal_percentage,opp_three_point_field_goals,opp_two_point_field_goal_attempts,opp_two_point_field_goal_percentage,opp_two_point_field_goals,opp_total_rebound_percentage,opp_total_rebounds,opp_true_shooting_percentage,opp_turnover_percentage,opp_turnovers,pace,personal_fouls,points,simple_rating_system,steal_percentage,steals,strength_of_schedule,three_point_attempt_rate,three_point_field_goal_attempts,three_point_field_goal_percentage,three_point_field_goals,two_point_field_goal_attempts,two_point_field_goal_percentage,two_point_field_goals,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,win_percentage,wins,AdjTempo,AdjOE,Off-eFG%,Off-TO%,Off-OR%,Off-FTRate,AdjDE,Def-eFG%,Def-TO%,Def-OR%,Def-FTRate,AvgHgt,EffHgt,C-Hgt,PF-Hgt,SF-Hgt,SG-Hgt,PG-Hgt,Experience,Bench,Continuity,Tempo-Adj,Avg. Poss Length-Offense,Avg. Poss Length-Defense,Off. Efficiency-Adj,Def. Efficiency-Adj,Off-FT,Off-2P,Off-3P,Def-FT,Def-2P,Def-3P
0,SAINT-PETERS,0.507,0.31666666666666665,1,0,0.109,0.08333333333333333,0.49166666666666664,0.475,1.5083333333333333,0.414,0.625,0.221,0.3333333333333333,0.675,0.225,0.149,0,2,1,101.5,0.363,0.3416666666666667,0.485,0.26666666666666666,0.107,0.1,0.6,0.518,1.1833333333333333,0.465,0.55,0.634,0.75,0.7,0.525,0.444,0.322,0.23333333333333334,0.39166666666666666,1.75,0.046,0.075,0.352,0.4166666666666667,0.3,0.125,0.7666666666666667,0.554,0.425,0.5,0.8333333333333334,0.568,0.17800000000000002,0.3333333333333333,65.5,0.6666666666666666,1.6583333333333334,-10.65,0.11699999999999999,0.19166666666666668,-6.98,0.381,0.575,0.319,0.18333333333333332,0.9333333333333333,0.473,0.44166666666666665,0.5,0.8333333333333334,0.498,0.156,0.30833333333333335,0.667,2,0.6859999999999999,0.9620000000000001,0.475,0.193,0.363,0.221,1.004,0.518,0.203,0.322,0.634,0.759,-0.006999999999999999,-0.002,-0.012,-0.02,-0.017,-0.013000000000000001,0.015300000000000001,0.444,0.17,68.6,19.2,16.8,96.2,100.4,13.6,53.3,33.2,30.0,48.6,21.4
0,SAM-HOUSTON-STATE,0.569,0.5166666666666667,0,1,0.132,0.08333333333333333,0.8166666666666667,0.527,1.8833333333333333,0.482,0.9083333333333333,0.159,0.3,0.5,0.15,0.08,0,2,0,116.4,0.44,0.4583333333333333,0.452,0.15833333333333333,0.066,0.08333333333333333,0.5833333333333334,0.327,1.3,0.269,0.35,0.263,0.3416666666666667,0.732,0.25,0.192,0.19699999999999998,0.2,0.3,1.1,0.055,0.1,0.513,0.6666666666666666,0.225,0.15,0.6333333333333333,0.316,0.2,0.381,0.7833333333333333,0.376,0.276,0.5583333333333333,73.3,0.375,2.1333333333333333,9.52,0.145,0.26666666666666666,8.52,0.327,0.6166666666666667,0.27,0.16666666666666666,1.2666666666666666,0.586,0.7416666666666667,0.619,1.275,0.527,0.12,0.275,1.0,3,0.7020000000000001,0.965,0.375,0.174,0.239,0.141,0.943,0.43,0.305,0.161,0.465,0.758,-0.011000000000000001,-0.01,-0.011000000000000001,-0.019,-0.013000000000000001,-0.011000000000000001,0.0152,0.39,0.436,70.2,18.5,16.1,96.5,94.3,7.7,57.7,34.6,27.5,43.1,29.4
0,SAMFORD,0.45899999999999996,0.375,0,0,0.057,0.05,0.725,0.527,1.725,0.473,0.8166666666666667,0.406,0.7,0.726,0.5083333333333333,0.295,0,3,0,117.2,0.35,0.35833333333333334,0.5379999999999999,0.2916666666666667,0.032,0.03333333333333333,0.6666666666666666,0.444,1.4166666666666667,0.382,0.5416666666666666,0.276,0.39166666666666666,0.702,0.275,0.194,0.243,0.23333333333333334,0.5916666666666667,1.5333333333333334,0.067,0.13333333333333333,0.382,0.5416666666666666,0.323,0.175,0.875,0.419,0.36666666666666664,0.45399999999999996,0.9,0.478,0.267,0.5833333333333334,78.9,0.43333333333333335,2.325,,0.134,0.26666666666666666,,0.396,0.6833333333333333,0.268,0.18333333333333332,1.0416666666666667,0.608,0.6333333333333333,0.546,1.0833333333333333,0.565,0.13,0.30833333333333335,1.0,3,0.726,1.05,0.0,1.0,0.0,0.0,1.047,1.0,0.0,1.0,1.0,0.0,0.0,-0.99,-0.99,-0.99,-0.99,-0.99,0.0,0.0,0.0,72.6,0.0,0.0,105.0,104.7,0.0,0.0,0.0,0.0,0.0,0.0
0,SAN-DIEGO,0.573,0.39166666666666666,0,0,0.114,0.08333333333333333,0.6583333333333333,0.537,1.475,0.463,0.6833333333333333,0.362,0.5333333333333333,0.688,0.36666666666666664,0.249,0,3,0,114.7,0.306,0.275,0.609,0.35,0.06,0.058333333333333334,0.625,0.522,1.325,0.434,0.575,0.302,0.4,0.625,0.25,0.189,0.20199999999999999,0.16666666666666666,0.48333333333333334,1.6333333333333333,0.034,0.058333333333333334,0.447,0.5916666666666667,0.394,0.23333333333333334,0.7333333333333333,0.466,0.3416666666666667,0.45899999999999996,0.7916666666666666,0.539,0.184,0.3416666666666667,67.9,0.38333333333333336,1.95,-2.19,0.08800000000000001,0.15,-10.19,0.345,0.5083333333333333,0.426,0.21666666666666667,0.9666666666666667,0.483,0.4666666666666667,0.541,0.9333333333333333,0.564,0.126,0.25,1.0,3,0.711,1.022,0.521,0.125,0.26,0.385,1.0070000000000001,0.505,0.154,0.19699999999999998,0.40700000000000003,0.7759999999999999,0.0,-0.001,0.001,0.018000000000000002,0.005,0.0,0.0355,0.212,0.402,71.1,16.7,18.6,102.2,100.7,20.3,48.4,31.4,20.4,38.0,41.6
0,SAN-DIEGO-STATE,0.6,0.4,0,1,0.071,0.058333333333333334,0.6166666666666667,0.536,1.4,0.476,0.6666666666666666,0.464,0.65,0.718,0.4666666666666667,0.333,0,2,0,109.3,0.239,0.18333333333333332,0.377,0.21666666666666667,0.096,0.09166666666666666,0.5833333333333334,0.473,1.3666666666666667,0.421,0.575,0.348,0.475,0.684,0.325,0.238,0.28800000000000003,0.25,0.5416666666666666,1.6166666666666667,0.065,0.11666666666666667,0.402,0.55,0.258,0.14166666666666666,0.8166666666666667,0.531,0.43333333333333335,0.51,0.8333333333333334,0.508,0.22399999999999998,0.4583333333333333,72.0,0.4666666666666667,1.9666666666666666,24.38,0.171,0.30833333333333335,10.38,0.315,0.44166666666666665,0.377,0.16666666666666666,0.9583333333333334,0.522,0.5,0.49,0.8,0.575,0.139,0.275,1.0,3,0.705,1.091,0.536,0.153,0.239,0.46399999999999997,0.8759999999999999,0.473,0.255,0.28800000000000003,0.348,0.767,0.004,0.003,0.004,-0.001,-0.005,-0.02,0.029300000000000003,0.34299999999999997,0.584,70.5,15.2,18.6,109.1,87.6,23.7,50.8,25.4,20.1,53.6,26.3
0,SAN-FRANCISCO,0.48100000000000004,0.325,0,0,0.075,0.08333333333333333,0.7916666666666666,0.532,1.4416666666666667,0.468,0.675,0.434,0.625,0.72,0.45,0.312,0,3,0,102.6,0.29100000000000004,0.25,0.225,0.13333333333333333,0.052000000000000005,0.041666666666666664,0.6083333333333333,0.451,1.4583333333333333,0.406,0.5916666666666667,0.354,0.5166666666666667,0.613,0.31666666666666665,0.217,0.195,0.19166666666666668,0.5083333333333333,1.6333333333333333,0.08199999999999999,0.15833333333333333,0.24,0.35,0.381,0.13333333333333333,1.1083333333333334,0.414,0.4583333333333333,0.434,0.8,0.479,0.203,0.43333333333333335,77.3,0.5083333333333333,1.9833333333333334,10.33,0.125,0.24166666666666667,-2.17,0.445,0.6416666666666667,0.286,0.18333333333333332,0.8,0.615,0.49166666666666664,0.5660000000000001,1.0416666666666667,0.57,0.2,0.43333333333333335,1.0,3,0.743,1.038,0.512,0.24600000000000002,0.26899999999999996,0.401,0.96,0.39799999999999996,0.198,0.19,0.42700000000000005,0.767,0.015,0.017,0.013000000000000001,-0.004,-0.027999999999999997,-0.018000000000000002,0.023799999999999998,0.322,0.428,74.3,16.0,15.6,103.8,96.0,21.2,44.2,34.6,26.5,54.1,19.5
0,SAN-JOSE-STATE,0.506,0.36666666666666664,0,0,0.102,0.10833333333333334,0.825,0.522,1.55,0.468,0.725,0.263,0.4083333333333333,0.592,0.24166666666666667,0.156,0,3,0,108.3,0.385,0.3333333333333333,0.38299999999999995,0.19166666666666668,0.059000000000000004,0.058333333333333334,0.5333333333333333,0.361,1.5916666666666666,0.314,0.5,0.225,0.35833333333333334,0.814,0.2916666666666667,0.183,0.22699999999999998,0.24166666666666667,0.375,1.4416666666666667,0.057999999999999996,0.1,0.33,0.525,0.286,0.15,1.0666666666666667,0.328,0.35,0.401,0.775,0.409,0.098,0.19166666666666668,68.6,0.35833333333333334,1.8583333333333334,-18.64,0.044000000000000004,0.075,-32.64,0.366,0.5666666666666667,0.294,0.16666666666666666,0.9833333333333333,0.568,0.5583333333333333,0.599,1.1583333333333334,0.533,0.15,0.30833333333333335,1.0,3,0.672,0.975,0.534,0.18600000000000003,0.281,0.38799999999999996,1.015,0.34600000000000003,0.124,0.243,0.231,0.784,0.012,0.012,0.012,0.02,0.018000000000000002,0.001,0.0206,0.255,0.653,67.2,18.9,18.6,97.5,101.5,17.3,55.6,27.1,22.9,51.4,25.7
0,SANTA-CLARA,0.603,0.39166666666666666,1,0,0.059000000000000004,0.058333333333333334,0.8,0.464,1.625,0.4,0.65,0.374,0.6083333333333333,0.753,0.4583333333333333,0.282,0,2,1,99.6,0.27,0.2833333333333333,0.568,0.4166666666666667,0.065,0.06666666666666667,0.7666666666666667,0.505,1.6416666666666666,0.447,0.7333333333333333,0.228,0.375,0.689,0.25833333333333336,0.157,0.158,0.15,0.5333333333333333,1.9166666666666667,0.11,0.21666666666666667,0.401,0.6583333333333333,0.291,0.19166666666666668,0.9833333333333333,0.551,0.5416666666666666,0.45799999999999996,0.9166666666666666,0.527,0.155,0.3333333333333333,79.0,0.4083333333333333,1.9666666666666666,-10.77,0.07200000000000001,0.14166666666666666,-12.77,0.369,0.6,0.347,0.20833333333333334,1.025,0.431,0.44166666666666665,0.542,1.0833333333333333,0.514,0.142,0.31666666666666665,0.667,2,0.759,1.024,0.46399999999999997,0.16,0.27,0.374,0.973,0.505,0.16899999999999998,0.158,0.228,0.784,0.016,0.012,0.019,0.016,0.018000000000000002,-0.003,0.019,0.311,0.457,75.9,15.1,15.5,102.4,97.3,23.3,44.9,31.8,13.5,56.5,30.0
0,SEATTLE,0.544,0.4083333333333333,0,1,0.073,0.06666666666666667,0.7583333333333333,0.571,1.5916666666666666,0.471,0.75,0.419,0.6666666666666666,0.7,0.4666666666666667,0.293,0,2,0,120.2,0.364,0.3333333333333333,0.515,0.2916666666666667,0.102,0.08333333333333333,0.5833333333333334,0.428,1.5,0.378,0.5666666666666667,0.339,0.5083333333333333,0.705,0.35833333333333334,0.239,0.209,0.2,0.525,1.6416666666666666,0.07,0.13333333333333333,0.394,0.5916666666666667,0.254,0.15,0.9083333333333333,0.459,0.4166666666666667,0.418,0.7833333333333333,0.471,0.174,0.36666666666666664,76.0,0.49166666666666664,2.283333333333333,13.77,0.096,0.18333333333333332,0.77,0.487,0.775,0.409,0.31666666666666665,0.8166666666666667,0.531,0.43333333333333335,0.5820000000000001,1.0916666666666666,0.598,0.142,0.31666666666666665,1.0,3,0.72,1.008,0.555,0.17,0.365,0.475,0.993,0.43799999999999994,0.127,0.263,0.408,0.7709999999999999,-0.009000000000000001,-0.008,-0.01,0.004,-0.002,0.016,0.0206,0.305,0.608,72.0,17.4,17.0,100.8,99.3,22.0,33.3,44.6,26.1,50.7,23.2
0,SETON-HALL,0.489,0.2875,0,0,0.141,0.125,0.75,0.552,1.2125,0.485,0.5875,0.794,0.9625,0.675,0.65,0.536,0,2,0,111.2,0.391,0.3375,0.455,0.1875,0.1,0.075,0.525,0.317,1.4375,0.287,0.4125,0.322,0.4625,0.622,0.2875,0.2,0.341,0.3875,0.725,1.2,0.11199999999999999,0.2,0.383,0.55,0.159,0.0875,0.8875,0.366,0.325,0.456,0.9125,0.362,0.24100000000000002,0.525,71.5,0.55,1.9875,12.86,0.11199999999999999,0.2,-18.64,0.381,0.4625,0.351,0.1625,0.75,0.567,0.425,0.544,1.0875,0.595,0.212,0.45,1.0,2,0.698,1.0659999999999998,0.49700000000000005,0.244,0.402,0.5489999999999999,0.914,0.37,0.239,0.349,0.405,0.78,0.006999999999999999,0.006,0.006999999999999999,0.009000000000000001,0.013000000000000001,0.011000000000000001,0.0274,0.42200000000000004,0.385,69.8,16.0,17.4,106.6,91.4,27.9,44.2,27.9,28.5,51.4,20.1
0,SIENA,0.529,0.3375,0,1,0.086,0.0875,0.725,0.546,1.35,0.472,0.6375,0.5,0.675,0.593,0.4,0.296,0,1,0,106.4,0.319,0.275,0.28600000000000003,0.175,0.081,0.075,0.5875,0.478,1.4125,0.434,0.6125,0.363,0.5125,0.537,0.275,0.195,0.22699999999999998,0.2125,0.575,1.625,0.092,0.1625,0.283,0.4,0.313,0.125,1.0125,0.481,0.4875,0.444,0.8,0.491,0.16399999999999998,0.325,70.3,0.4625,1.875,10.81,0.057,0.1,0.81,0.315,0.425,0.471,0.2,0.925,0.473,0.4375,0.556,1.0,0.561,0.17300000000000001,0.35,1.0,2,0.7020000000000001,0.966,0.5820000000000001,0.198,0.28300000000000003,0.40399999999999997,1.024,0.5489999999999999,0.198,0.20199999999999999,0.358,0.7709999999999999,-0.006999999999999999,-0.004,-0.009000000000000001,-0.009000000000000001,0.008,0.012,0.0172,0.316,0.45799999999999996,70.2,18.0,15.7,96.6,102.4,18.4,45.9,35.7,15.9,60.2,23.9
0,SOUTH-ALABAMA,0.402,0.30833333333333335,1,0,0.14800000000000002,0.15833333333333333,0.7583333333333333,0.505,1.675,0.458,0.7666666666666667,0.164,0.275,0.697,0.19166666666666668,0.114,1,1,2,102.3,0.237,0.225,0.5,0.3,0.09300000000000001,0.1,0.725,0.419,1.6416666666666666,0.365,0.6,0.31,0.5083333333333333,0.639,0.325,0.198,0.326,0.36666666666666664,0.3,1.7,0.063,0.11666666666666667,0.35,0.575,0.304,0.175,1.0666666666666667,0.398,0.425,0.526,1.0916666666666666,0.451,0.15,0.3333333333333333,73.8,0.4166666666666667,1.8833333333333333,16.03,0.081,0.15,24.03,0.358,0.6,0.264,0.15833333333333333,1.075,0.566,0.6083333333333333,0.474,0.9833333333333333,0.522,0.125,0.25833333333333336,0.333,1,0.6970000000000001,0.9620000000000001,0.428,0.16399999999999998,0.253,0.182,0.998,0.44,0.184,0.39799999999999996,0.321,0.77,0.003,0.017,-0.01,-0.005,-0.011000000000000001,0.002,0.0179,0.22,0.122,69.7,16.1,16.6,96.2,99.8,12.4,66.7,20.9,18.6,48.3,33.1
0,SOUTH-CAROLINA,0.5,0.3,0,0,0.111,0.1125,0.7125,0.459,1.5375,0.39,0.6,0.366,0.5625,0.6,0.3375,0.22,0,2,0,99.3,0.418,0.4125,0.588,0.375,0.13,0.125,0.575,0.48,1.5625,0.408,0.6375,0.2,0.3125,0.6,0.1875,0.12,0.25,0.2375,0.5125,1.6875,0.099,0.175,0.352,0.55,0.409,0.225,1.0125,0.407,0.4125,0.419,0.8125,0.493,0.14400000000000002,0.2875,70.6,0.4,1.75,-10.81,0.064,0.1125,-13.31,0.374,0.575,0.37,0.2125,0.9625,0.403,0.3875,0.581,1.125,0.485,0.172,0.375,1.0,2,0.706,1.005,0.43200000000000005,0.217,0.341,0.293,0.95,0.53,0.146,0.226,0.21600000000000003,0.775,0.009000000000000001,0.006999999999999999,0.011000000000000001,-0.003,-0.006999999999999999,0.011000000000000001,0.014499999999999999,0.256,0.16699999999999998,70.6,17.6,16.5,100.5,95.0,17.6,43.5,38.9,10.9,56.4,32.7
0,SOUTH-CAROLINA-STATE,0.455,0.2916666666666667,3,0,0.08199999999999999,0.08333333333333333,0.6,0.449,1.625,0.395,0.6416666666666667,0.318,0.5166666666666667,0.548,0.2833333333333333,0.174,0,0,3,95.9,0.315,0.3333333333333333,0.551,0.4083333333333333,0.122,0.13333333333333333,0.725,0.537,1.5916666666666666,0.466,0.7416666666666667,0.414,0.6583333333333333,0.646,0.425,0.267,0.385,0.375,0.475,2.1333333333333333,0.06,0.10833333333333334,0.361,0.575,0.391,0.225,1.0166666666666666,0.508,0.5166666666666667,0.541,1.1,0.56,0.126,0.275,72.8,0.5583333333333333,1.7416666666666667,-15.0,0.083,0.15,0.67,0.328,0.5333333333333333,0.328,0.175,1.0916666666666666,0.427,0.4666666666666667,0.45899999999999996,0.9333333333333333,0.466,0.138,0.3,0.0,0,0.718,0.9159999999999999,0.449,0.165,0.315,0.318,1.095,0.537,0.151,0.385,0.414,0.7559999999999999,-0.006999999999999999,-0.003,-0.011000000000000001,-0.013000000000000001,-0.024,-0.025,0.0091,0.387,0.327,71.8,16.5,15.6,91.6,109.5,16.3,53.6,30.1,19.9,48.4,31.6
0,SOUTH-DAKOTA,0.45,0.3,1,0,0.044000000000000004,0.041666666666666664,0.7083333333333334,0.511,1.475,0.452,0.6666666666666666,0.316,0.4666666666666667,0.804,0.375,0.254,0,2,1,107.1,0.262,0.225,0.45799999999999996,0.31666666666666665,0.07400000000000001,0.075,0.6333333333333333,0.533,1.5166666666666666,0.456,0.6916666666666667,0.253,0.38333333333333336,0.696,0.26666666666666666,0.176,0.22,0.2,0.4583333333333333,1.8833333333333333,0.10400000000000001,0.18333333333333332,0.379,0.575,0.406,0.23333333333333334,0.9416666666666667,0.487,0.4583333333333333,0.47200000000000003,0.8333333333333334,0.554,0.132,0.25833333333333336,70.4,0.4166666666666667,1.8833333333333333,-4.89,0.062,0.10833333333333334,4.11,0.316,0.4666666666666667,0.375,0.175,1.0083333333333333,0.488,0.49166666666666664,0.528,0.9333333333333333,0.555,0.147,0.2916666666666667,0.667,2,0.6970000000000001,1.053,0.5,0.14,0.235,0.33299999999999996,1.058,0.573,0.11,0.188,0.316,0.7559999999999999,-0.021,-0.012,-0.03,-0.016,-0.009000000000000001,-0.008,0.0195,0.281,0.511,69.7,17.6,17.7,105.3,105.8,20.8,54.2,25.0,17.3,42.0,40.7
0,SOUTH-DAKOTA-STATE,0.486,0.28,1,1,0.10400000000000001,0.096,0.696,0.53,1.192,0.483,0.576,0.47,0.56,0.8,0.448,0.376,0,0,1,94.7,0.134,0.088,0.44299999999999995,0.28,0.09,0.072,0.568,0.487,1.488,0.425,0.632,0.194,0.288,0.778,0.224,0.151,0.19399999999999998,0.168,0.48,1.672,0.124,0.224,0.382,0.568,0.324,0.184,0.92,0.487,0.448,0.484,0.736,0.515,0.168,0.328,72.2,0.32,1.712,3.63,0.066,0.12,1.96,0.329,0.392,0.286,0.112,0.8,0.58,0.464,0.516,0.784,0.587,0.23800000000000002,0.456,0.667,2,0.7440000000000001,1.0390000000000001,0.48,0.252,0.14,0.439,0.99,0.494,0.2,0.21,0.20600000000000002,0.767,-0.003,-0.006999999999999999,0.001,-0.01,-0.005,-0.001,0.0242,0.276,0.5760000000000001,74.4,15.1,17.4,103.9,99.0,27.0,54.1,18.9,12.9,55.0,32.1
0,SOUTH-FLORIDA,0.384,0.23333333333333334,1,0,0.062,0.041666666666666664,0.625,0.454,1.45,0.42,0.6083333333333333,0.328,0.475,0.509,0.24166666666666667,0.167,2,0,3,94.4,0.35,0.3416666666666667,0.563,0.3,0.08900000000000001,0.09166666666666666,0.6333333333333333,0.478,1.325,0.403,0.5333333333333333,0.44,0.5833333333333334,0.671,0.39166666666666666,0.296,0.306,0.275,0.43333333333333335,1.6583333333333334,0.091,0.15,0.491,0.65,0.308,0.2,0.675,0.494,0.3333333333333333,0.484,0.9083333333333333,0.518,0.17600000000000002,0.3416666666666667,66.1,0.4583333333333333,1.5583333333333333,17.37,0.091,0.15,21.37,0.293,0.425,0.235,0.1,1.025,0.496,0.5083333333333333,0.516,0.9666666666666667,0.465,0.152,0.3,0.0,0,0.6729999999999999,0.958,0.45399999999999996,0.182,0.35,0.32799999999999996,0.9790000000000001,0.478,0.207,0.306,0.44,0.77,0.003,0.016,-0.009000000000000001,0.002,0.008,-0.024,0.0246,0.307,0.442,67.3,17.3,18.6,95.8,97.9,15.5,65.2,19.3,23.6,40.2,36.2
0,SOUTHEAST-MISSOURI-STATE,0.509,0.3375,0,1,0.102,0.075,0.7125,0.488,1.5875,0.417,0.6625,0.299,0.475,0.605,0.2875,0.181,0,1,0,99.3,0.38799999999999996,0.3875,0.395,0.1875,0.059000000000000004,0.05,0.6125,0.43,1.25,0.38,0.475,0.34,0.425,0.618,0.2625,0.21,0.149,0.125,0.3875,1.3375,0.061,0.1125,0.41,0.5125,0.244,0.125,0.7375,0.475,0.35,0.401,0.7375,0.461,0.261,0.5125,73.8,0.475,1.8375,18.21,0.135,0.25,15.21,0.465,0.7375,0.305,0.225,0.85,0.515,0.4375,0.599,1.1,0.507,0.19,0.425,1.0,2,0.727,0.9620000000000001,0.45899999999999996,0.207,0.243,0.342,1.057,0.41700000000000004,0.2,0.306,0.439,0.758,-0.003,-0.003,-0.003,-0.01,-0.015,-0.035,0.011000000000000001,0.297,0.258,72.7,17.7,16.3,96.2,105.7,22.1,41.2,36.6,22.1,60.7,17.2
0,SOUTHEASTERN-LOUISIANA,0.42700000000000005,0.31666666666666665,1,1,0.023,0.016666666666666666,0.65,0.584,1.4833333333333334,0.5,0.7416666666666667,0.213,0.31666666666666665,0.711,0.225,0.152,0,1,1,112.4,0.221,0.175,0.6759999999999999,0.4166666666666667,0.071,0.06666666666666667,0.6166666666666667,0.503,1.4833333333333334,0.416,0.6166666666666667,0.326,0.48333333333333334,0.776,0.375,0.253,0.29100000000000004,0.26666666666666666,0.35833333333333334,1.8666666666666667,0.081,0.14166666666666666,0.511,0.7583333333333333,0.341,0.25833333333333336,0.725,0.494,0.35833333333333334,0.517,0.8833333333333333,0.545,0.135,0.26666666666666666,69.6,0.5083333333333333,1.9583333333333333,-7.06,0.091,0.15833333333333333,-3.56,0.371,0.55,0.455,0.25,0.9333333333333333,0.527,0.49166666666666664,0.483,0.825,0.599,0.159,0.30833333333333335,0.667,2,0.716,0.9520000000000001,0.551,0.18899999999999997,0.182,0.171,1.08,0.5,0.16699999999999998,0.342,0.451,0.767,-0.006,0.004,-0.016,-0.008,-0.004,0.002,0.015300000000000001,0.345,0.156,71.6,18.2,16.3,95.2,108.0,11.0,41.4,47.6,25.7,32.9,41.4
0,SOUTHERN,0.636,0.35,2,0,0.035,0.025,0.6375,0.426,1.525,0.361,0.55,0.361,0.55,0.682,0.375,0.246,0,0,2,82.7,0.221,0.2375,0.7559999999999999,0.425,0.127,0.1125,0.8375,0.481,1.2875,0.437,0.5625,0.816,1.05,0.738,0.775,0.602,0.261,0.225,0.45,2.0125,0.11699999999999999,0.2375,0.447,0.575,0.196,0.1125,0.7125,0.632,0.45,0.5479999999999999,1.0625,0.563,0.20600000000000002,0.4625,81.2,0.75,1.675,1.93,0.14800000000000002,0.3,15.43,0.418,0.6375,0.314,0.2,0.8875,0.394,0.35,0.452,0.875,0.469,0.214,0.4875,0.0,0,0.731,0.9520000000000001,0.431,0.225,0.20199999999999999,0.31,1.022,0.5,0.23,0.317,0.6729999999999999,0.765,-0.012,-0.018000000000000002,-0.006,-0.004,-0.004,0.001,0.0204,0.363,0.519,73.1,16.1,15.4,95.2,102.2,20.2,44.7,35.1,33.0,41.2,25.8
0,SOUTHERN-CALIFORNIA,0.618,0.39166666666666666,0,0,0.195,0.18333333333333332,0.7833333333333333,0.497,1.4166666666666667,0.447,0.6333333333333333,0.4,0.5666666666666667,0.691,0.39166666666666666,0.276,1,2,1,100.0,0.24,0.20833333333333334,0.537,0.3,0.08900000000000001,0.08333333333333333,0.6583333333333333,0.414,1.5583333333333333,0.358,0.5583333333333333,0.267,0.4166666666666667,0.68,0.2833333333333333,0.182,0.27699999999999997,0.3,0.5416666666666666,1.575,0.079,0.14166666666666666,0.396,0.6166666666666667,0.284,0.175,0.9416666666666667,0.407,0.38333333333333336,0.491,0.9583333333333334,0.448,0.153,0.31666666666666665,72.0,0.43333333333333335,1.8,-4.12,0.102,0.18333333333333332,-13.12,0.341,0.48333333333333334,0.293,0.14166666666666666,0.9333333333333333,0.527,0.49166666666666664,0.509,0.9916666666666667,0.534,0.172,0.35,0.667,2,0.7090000000000001,1.051,0.49700000000000005,0.19399999999999998,0.24,0.4,0.9209999999999999,0.414,0.17600000000000002,0.27699999999999997,0.267,0.79,0.016,0.012,0.02,0.018000000000000002,0.019,0.025,0.0204,0.32799999999999996,0.469,70.9,15.2,18.2,105.1,92.1,21.8,54.6,23.6,18.0,48.7,33.3
0,SOUTHERN-ILLINOIS,0.5539999999999999,0.3416666666666667,1,1,0.059000000000000004,0.058333333333333334,0.6666666666666666,0.503,1.4416666666666667,0.428,0.6166666666666667,0.26,0.375,0.756,0.2833333333333333,0.197,0,1,1,100.0,0.26899999999999996,0.23333333333333334,0.413,0.25833333333333336,0.141,0.1,0.6333333333333333,0.482,1.4083333333333334,0.444,0.625,0.337,0.475,0.544,0.25833333333333336,0.183,0.266,0.24166666666666667,0.35833333333333334,1.6166666666666667,0.14400000000000002,0.25,0.296,0.4166666666666667,0.26,0.10833333333333334,0.9916666666666667,0.521,0.5166666666666667,0.493,0.875,0.495,0.166,0.325,69.2,0.4666666666666667,1.7333333333333334,-5.21,0.115,0.2,-9.87,0.509,0.7333333333333333,0.295,0.21666666666666667,0.7083333333333334,0.565,0.4,0.507,0.9,0.535,0.18100000000000002,0.35833333333333334,0.667,2,0.67,1.018,0.503,0.207,0.26899999999999996,0.26,0.9420000000000001,0.48200000000000004,0.188,0.266,0.337,0.757,-0.017,-0.022000000000000002,-0.012,-0.024,-0.015,0.001,0.0291,0.33299999999999996,0.519,67.0,18.5,15.6,101.8,94.2,16.3,46.2,37.5,16.0,63.9,20.1
0,SOUTHERN-INDIANA,0.519,0.35,1,0,0.10800000000000001,0.1,0.6625,0.597,1.35,0.5,0.675,0.435,0.5875,0.702,0.4125,0.306,0,1,1,107.3,0.306,0.2375,0.519,0.35,0.113,0.0875,0.5375,0.458,1.6375,0.412,0.675,0.321,0.525,0.714,0.375,0.229,0.32899999999999996,0.325,0.4875,1.875,0.146,0.275,0.435,0.7125,0.211,0.15,0.925,0.568,0.525,0.489,0.8625,0.497,0.147,0.325,75.6,0.45,2.025,8.2,0.126,0.2375,2.2,0.426,0.575,0.457,0.2625,0.775,0.532,0.4125,0.511,0.9,0.622,0.235,0.5,0.5,1,0.732,0.985,0.55,0.212,0.27,0.363,1.013,0.486,0.163,0.27899999999999997,0.38,0.767,-0.003,-0.008,0.002,0.003,0.006999999999999999,-0.027000000000000003,0.0068000000000000005,0.317,0.0,73.2,15.2,16.9,98.5,101.3,19.0,44.8,36.2,22.8,50.0,27.2
