,abbreviation,assist_percentage,assists,away_losses,away_wins,block_percentage,blocks,defensive_rebounds,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_attempts,free_throw_percentage,free_throws,free_throws_per_field_goal_attempt,home_losses,home_wins,losses,offensive_rating,offensive_rebound_percentage,offensive_rebounds,opp_assist_percentage,opp_assists,opp_block_percentage,opp_blocks,opp_defensive_rebounds,opp_effective_field_goal_percentage,opp_field_goal_attempts,opp_field_goal_percentage,opp_field_goals,opp_free_throw_attempt_rate,opp_free_throw_attempts,opp_free_throw_percentage,opp_free_throws,opp_free_throws_per_field_goal_attempt,opp_offensive_rebound_percentage,opp_offensive_rebounds,opp_personal_fouls,opp_points,opp_steal_percentage,opp_steals,opp_three_point_attempt_rate,opp_three_point_field_goal_attempts,opp_three_point_field_goal_percentage,opp_three_point_field_goals,opp_two_point_field_goal_attempts,opp_two_point_field_goal_percentage,opp_two_point_field_goals,opp_total_rebound_percentage,opp_total_rebounds,opp_true_shooting_percentage,opp_turnover_percentage,opp_turnovers,pace,personal_fouls,points,simple_rating_system,steal_percentage,steals,strength_of_schedule,three_point_attempt_rate,three_point_field_goal_attempts,three_point_field_goal_percentage,three_point_field_goals,two_point_field_goal_attempts,two_point_field_goal_percentage,two_point_field_goals,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,win_percentage,wins,AdjTempo,AdjOE,Off-eFG%,Off-TO%,Off-OR%,Off-FTRate,AdjDE,Def-eFG%,Def-TO%,Def-OR%,Def-FTRate,AvgHgt,EffHgt,C-Hgt,PF-Hgt,SF-Hgt,SG-Hgt,PG-Hgt,Experience,Bench,Continuity,Tempo-Adj,Avg. Poss Length-Offense,Avg. Poss Length-Defense,Off. Efficiency-Adj,Def. Efficiency-Adj,Off-FT,Off-2P,Off-3P,Def-FT,Def-2P,Def-3P
0,FAIRFIELD,0.439,0.24166666666666667,3,0,0.085,0.06666666666666667,0.5833333333333334,0.461,1.3916666666666666,0.395,0.55,0.335,0.4666666666666667,0.732,0.3416666666666667,0.246,0,0,3,94.7,0.19399999999999998,0.175,0.605,0.38333333333333336,0.11599999999999999,0.09166666666666666,0.725,0.571,1.3,0.487,0.6333333333333333,0.494,0.6416666666666667,0.701,0.45,0.346,0.255,0.2,0.43333333333333335,1.9333333333333333,0.092,0.15833333333333333,0.397,0.5166666666666667,0.419,0.21666666666666667,0.7833333333333333,0.532,0.4166666666666667,0.55,0.925,0.602,0.154,0.2916666666666667,68.5,0.5166666666666667,1.625,-11.55,0.09699999999999999,0.16666666666666666,0.78,0.431,0.6,0.306,0.18333333333333332,0.7916666666666666,0.463,0.36666666666666664,0.45,0.7583333333333333,0.504,0.153,0.2916666666666667,0.0,0,0.6809999999999999,0.973,0.461,0.17,0.19399999999999998,0.335,1.014,0.5710000000000001,0.17,0.255,0.494,0.779,0.006,0.001,0.011000000000000001,0.006999999999999999,0.008,0.013000000000000001,0.0207,0.36,0.499,68.1,17.7,16.9,97.3,101.4,21.0,45.1,33.8,23.3,43.1,33.6
0,FAIRLEIGH-DICKINSON,0.505,0.416,1,0,0.065,0.056,0.632,0.528,1.744,0.472,0.824,0.234,0.408,0.686,0.28,0.161,0,2,1,111.8,0.40299999999999997,0.4,0.647,0.44,0.10300000000000001,0.12,0.592,0.516,1.496,0.455,0.68,0.299,0.448,0.625,0.28,0.187,0.301,0.272,0.472,1.824,0.11800000000000001,0.224,0.422,0.632,0.291,0.184,0.864,0.574,0.496,0.456,0.864,0.534,0.21600000000000003,0.472,76.0,0.488,2.12,-7.51,0.14300000000000002,0.272,-6.01,0.33,0.576,0.333,0.192,1.168,0.541,0.632,0.544,1.032,0.547,0.154,0.352,0.667,2,0.718,0.924,0.479,0.18899999999999997,0.39299999999999996,0.239,1.101,0.524,0.235,0.37799999999999995,0.341,0.728,-0.038,-0.038,-0.039,-0.037000000000000005,-0.052000000000000005,-0.048,0.0063,0.249,0.154,71.8,16.9,16.1,92.4,110.1,14.5,59.1,26.4,18.5,55.6,25.9
0,FLORIDA,0.45899999999999996,0.325,0,0,0.18,0.18333333333333332,0.825,0.522,1.5333333333333334,0.462,0.7083333333333334,0.37,0.5666666666666667,0.75,0.425,0.277,1,2,1,110.0,0.264,0.23333333333333334,0.493,0.30833333333333335,0.053,0.058333333333333334,0.65,0.458,1.5916666666666666,0.393,0.625,0.199,0.31666666666666665,0.632,0.2,0.126,0.182,0.18333333333333332,0.4166666666666667,1.6583333333333334,0.095,0.175,0.361,0.575,0.362,0.20833333333333334,1.0166666666666666,0.41,0.4166666666666667,0.441,0.8333333333333334,0.476,0.14,0.2833333333333333,73.7,0.375,2.025,6.16,0.068,0.125,-8.51,0.288,0.44166666666666665,0.415,0.18333333333333332,1.0916666666666666,0.481,0.525,0.5589999999999999,1.0583333333333333,0.562,0.132,0.275,0.667,2,0.726,1.084,0.522,0.149,0.264,0.37,0.924,0.45799999999999996,0.154,0.182,0.19899999999999998,0.782,0.013999999999999999,0.017,0.011000000000000001,0.005,0.005,0.016,0.026099999999999998,0.324,0.373,72.6,16.2,16.2,108.4,92.4,21.0,51.9,27.2,12.1,50.3,37.7
0,FLORIDA-AM,0.434,0.20625,4,0,0.063,0.05625,0.54375,0.409,1.275,0.373,0.475,0.27,0.34375,0.655,0.225,0.176,0,0,4,72.8,0.213,0.18125,0.557,0.4,0.11199999999999999,0.1,0.66875,0.549,1.46875,0.489,0.71875,0.387,0.56875,0.659,0.375,0.255,0.34600000000000003,0.2875,0.40625,1.9875,0.14300000000000002,0.25,0.396,0.58125,0.301,0.175,0.8875,0.613,0.54375,0.569,0.95625,0.571,0.147,0.3,69.8,0.5125,1.26875,-16.52,0.079,0.1375,12.23,0.299,0.38125,0.246,0.09375,0.89375,0.427,0.38125,0.431,0.725,0.441,0.251,0.48125,0.0,0,0.6920000000000001,0.841,0.409,0.276,0.213,0.27,1.068,0.5489999999999999,0.172,0.34600000000000003,0.387,0.773,-0.002,-0.005,0.0,0.005,-0.002,0.011000000000000001,0.0073,0.324,0.05,69.2,17.7,16.2,84.1,106.8,17.7,60.1,22.2,18.9,54.7,26.4
0,FLORIDA-ATLANTIC,0.621,0.45,1,1,0.047,0.05,0.6916666666666667,0.528,1.6166666666666667,0.448,0.725,0.16,0.25833333333333336,0.613,0.15833333333333333,0.098,0,1,1,106.2,0.307,0.2916666666666667,0.451,0.26666666666666666,0.10099999999999999,0.1,0.6583333333333333,0.444,1.4916666666666667,0.397,0.5916666666666667,0.33,0.49166666666666664,0.695,0.3416666666666667,0.229,0.297,0.2916666666666667,0.38333333333333336,1.6666666666666667,0.1,0.175,0.291,0.43333333333333335,0.327,0.14166666666666666,1.0583333333333333,0.425,0.45,0.491,0.95,0.483,0.155,0.31666666666666665,70.3,0.4083333333333333,1.8666666666666667,8.04,0.11800000000000001,0.20833333333333334,13.54,0.387,0.625,0.413,0.25833333333333336,0.9916666666666667,0.471,0.4666666666666667,0.509,0.9833333333333333,0.537,0.154,0.31666666666666665,0.667,2,0.7090000000000001,1.067,0.5,0.149,0.25,0.145,0.976,0.496,0.156,0.35100000000000003,0.299,0.765,-0.001,0.016,-0.019,-0.018000000000000002,-0.009000000000000001,-0.004,0.0197,0.374,0.639,70.9,17.3,16.6,106.7,97.6,8.4,47.6,44.1,18.2,54.5,27.3
0,FLORIDA-GULF-COAST,0.591,0.43333333333333335,1,1,0.085,0.075,0.7583333333333333,0.54,1.65,0.444,0.7333333333333333,0.263,0.43333333333333335,0.731,0.31666666666666665,0.192,0,1,1,114.5,0.322,0.31666666666666665,0.535,0.31666666666666665,0.121,0.1,0.6666666666666666,0.473,1.4083333333333334,0.42,0.5916666666666667,0.361,0.5083333333333333,0.672,0.3416666666666667,0.243,0.195,0.18333333333333332,0.4083333333333333,1.675,0.091,0.16666666666666666,0.373,0.525,0.286,0.15,0.8833333333333333,0.5,0.44166666666666665,0.442,0.85,0.508,0.185,0.375,73.3,0.4666666666666667,2.1,-0.32,0.105,0.19166666666666668,-3.82,0.5,0.825,0.384,0.31666666666666665,0.825,0.505,0.4166666666666667,0.5579999999999999,1.075,0.566,0.132,0.2833333333333333,0.667,2,0.705,0.99,0.455,0.19699999999999998,0.254,0.39399999999999996,1.031,0.522,0.17800000000000002,0.262,0.5379999999999999,0.77,-0.006999999999999999,-0.006,-0.008,-0.001,-0.002,0.008,0.027000000000000003,0.326,0.41700000000000004,70.5,18.3,15.7,99.0,103.1,23.9,36.5,39.6,25.3,51.6,23.1
0,FLORIDA-INTERNATIONAL,0.47,0.39166666666666666,1,0,0.124,0.125,0.6583333333333333,0.568,1.6,0.521,0.8333333333333334,0.255,0.4083333333333333,0.571,0.23333333333333334,0.146,0,2,1,103.8,0.275,0.23333333333333334,0.495,0.375,0.076,0.08333333333333333,0.6166666666666667,0.534,1.7166666666666666,0.442,0.7583333333333333,0.175,0.3,0.75,0.225,0.131,0.336,0.3333333333333333,0.38333333333333336,2.058333333333333,0.127,0.25,0.413,0.7083333333333334,0.447,0.31666666666666665,1.0083333333333333,0.438,0.44166666666666665,0.516,0.95,0.554,0.195,0.45,78.9,0.325,2.05,4.4,0.127,0.25,15.4,0.313,0.5,0.3,0.15,1.1,0.621,0.6833333333333333,0.484,0.8916666666666667,0.571,0.185,0.4083333333333333,0.667,2,0.732,0.975,0.5479999999999999,0.23,0.258,0.218,1.031,0.5539999999999999,0.223,0.368,0.157,0.7609999999999999,-0.006999999999999999,0.006999999999999999,-0.021,-0.011000000000000001,-0.006,-0.019,0.0163,0.391,0.428,73.2,13.6,17.0,97.5,103.1,9.9,74.2,15.9,10.4,42.8,46.8
0,FLORIDA-STATE,0.58,0.3333333333333333,1,0,0.064,0.058333333333333334,0.5333333333333333,0.5,1.325,0.434,0.575,0.421,0.5583333333333333,0.612,0.3416666666666667,0.258,2,0,3,98.0,0.27,0.225,0.605,0.4083333333333333,0.037000000000000005,0.03333333333333333,0.6083333333333333,0.516,1.575,0.429,0.675,0.286,0.45,0.648,0.2916666666666667,0.185,0.434,0.4083333333333333,0.5166666666666667,1.9166666666666667,0.09300000000000001,0.15833333333333333,0.423,0.6666666666666666,0.413,0.275,0.9083333333333333,0.44,0.4,0.573,1.0166666666666666,0.536,0.15,0.31666666666666665,68.1,0.4583333333333333,1.6666666666666667,10.55,0.08800000000000001,0.15,20.55,0.327,0.43333333333333335,0.404,0.175,0.8916666666666667,0.449,0.4,0.42700000000000005,0.7583333333333333,0.524,0.177,0.3416666666666667,0.0,0,0.7040000000000001,1.053,0.5,0.201,0.27,0.42100000000000004,0.9940000000000001,0.516,0.18600000000000003,0.434,0.28600000000000003,0.789,0.005,0.011000000000000001,-0.0,0.016,0.021,0.040999999999999995,0.0176,0.24100000000000002,0.429,70.4,15.2,20.1,105.3,99.4,20.5,48.0,31.5,15.2,41.7,43.0
0,FORDHAM,0.382,0.24166666666666667,1,0,0.091,0.10833333333333334,0.7166666666666667,0.547,1.3333333333333333,0.475,0.6333333333333333,0.363,0.48333333333333334,0.69,0.3333333333333333,0.25,0,2,1,98.6,0.264,0.2,0.506,0.325,0.07200000000000001,0.058333333333333334,0.5583333333333333,0.44,1.6083333333333334,0.399,0.6416666666666667,0.269,0.43333333333333335,0.75,0.325,0.202,0.27699999999999997,0.275,0.45,1.7416666666666667,0.096,0.175,0.259,0.4166666666666667,0.32,0.13333333333333333,1.1916666666666667,0.427,0.5083333333333333,0.47600000000000003,0.8333333333333334,0.48,0.128,0.26666666666666666,72.5,0.43333333333333335,1.7916666666666667,4.41,0.069,0.125,2.41,0.394,0.525,0.365,0.19166666666666668,0.8083333333333333,0.546,0.44166666666666665,0.524,0.9166666666666666,0.573,0.22699999999999998,0.4583333333333333,0.667,2,0.716,0.945,0.547,0.253,0.264,0.36200000000000004,0.9790000000000001,0.44,0.147,0.27699999999999997,0.26899999999999996,0.7759999999999999,0.0,-0.001,0.001,0.004,0.006999999999999999,0.013000000000000001,0.0229,0.342,0.542,71.6,16.8,16.0,94.5,97.9,18.6,49.3,32.1,18.7,58.4,23.0
0,FRESNO-STATE,0.47600000000000003,0.25,0,0,0.09699999999999999,0.0875,0.625,0.495,1.175,0.447,0.525,0.457,0.5375,0.698,0.375,0.319,0,1,1,93.2,0.19,0.15,0.512,0.275,0.066,0.05,0.6375,0.462,1.325,0.406,0.5375,0.245,0.325,0.731,0.2375,0.179,0.265,0.225,0.475,1.4625,0.106,0.175,0.321,0.425,0.353,0.15,0.9,0.431,0.3875,0.527,0.8625,0.494,0.213,0.4,65.9,0.3625,1.5375,0.0,0.091,0.15,7.0,0.351,0.4125,0.273,0.1125,0.7625,0.541,0.4125,0.473,0.775,0.537,0.20199999999999999,0.3625,0.5,1,0.6629999999999999,0.997,0.42100000000000004,0.205,0.209,0.366,0.9520000000000001,0.42700000000000005,0.16699999999999998,0.33799999999999997,0.218,0.768,-0.013000000000000001,-0.006999999999999999,-0.019,-0.001,0.013000000000000001,-0.004,0.0246,0.301,0.633,66.3,16.9,19.0,99.7,95.2,25.4,56.1,18.4,17.2,50.0,32.8
0,FURMAN,0.563,0.5,0,0,0.084,0.0875,0.8375,0.61,1.5875,0.559,0.8875,0.26,0.4125,0.758,0.3125,0.197,0,2,0,116.1,0.28300000000000003,0.2125,0.392,0.25,0.07200000000000001,0.075,0.5375,0.457,1.6125,0.395,0.6375,0.186,0.3,0.458,0.1375,0.085,0.20199999999999999,0.2125,0.375,1.6125,0.10300000000000001,0.2,0.357,0.575,0.348,0.2,1.0375,0.422,0.4375,0.41700000000000004,0.75,0.459,0.17600000000000002,0.375,77.3,0.3625,2.25,-0.11,0.129,0.25,-15.11,0.346,0.55,0.295,0.1625,1.0375,0.699,0.725,0.583,1.05,0.631,0.174,0.375,1.0,2,0.6920000000000001,1.097,0.5770000000000001,0.198,0.385,0.177,0.977,0.5489999999999999,0.125,0.19699999999999998,0.179,0.765,-0.008,-0.015,-0.002,-0.01,-0.002,0.0,0.0229,0.289,0.644,69.2,16.7,18.0,109.7,97.7,8.9,54.8,36.3,8.2,44.9,46.9
0,GARDNER-WEBB,0.486,0.2916666666666667,3,0,0.11900000000000001,0.10833333333333334,0.6,0.503,1.3666666666666667,0.439,0.6,0.323,0.44166666666666665,0.66,0.2916666666666667,0.213,0,0,3,95.7,0.248,0.20833333333333334,0.527,0.325,0.135,0.11666666666666667,0.6333333333333333,0.525,1.3583333333333334,0.454,0.6166666666666667,0.411,0.5583333333333333,0.776,0.43333333333333335,0.319,0.265,0.21666666666666667,0.4583333333333333,1.8583333333333334,0.081,0.14166666666666666,0.331,0.45,0.426,0.19166666666666668,0.9083333333333333,0.468,0.425,0.513,0.85,0.572,0.16699999999999998,0.325,69.7,0.5333333333333333,1.6666666666666667,0.08,0.091,0.15833333333333333,7.75,0.366,0.5,0.35,0.175,0.8666666666666667,0.49,0.425,0.48700000000000004,0.8083333333333333,0.529,0.196,0.38333333333333336,0.0,0,0.698,0.972,0.503,0.22,0.248,0.32299999999999995,0.987,0.525,0.187,0.265,0.41100000000000003,0.764,-0.006,-0.006999999999999999,-0.005,-0.008,-0.006,-0.011000000000000001,0.0208,0.353,0.428,69.8,17.5,16.8,97.2,98.7,17.5,51.0,31.5,23.3,45.7,30.9
0,GEORGE-MASON,0.5660000000000001,0.35833333333333334,1,0,0.08199999999999999,0.08333333333333333,0.725,0.553,1.3416666666666666,0.472,0.6333333333333333,0.311,0.4166666666666667,0.6,0.25,0.186,0,2,1,103.0,0.29,0.225,0.419,0.25833333333333336,0.14400000000000002,0.11666666666666667,0.55,0.435,1.5916666666666666,0.387,0.6166666666666667,0.251,0.4,0.604,0.24166666666666667,0.152,0.31,0.325,0.4583333333333333,1.625,0.139,0.23333333333333334,0.361,0.575,0.261,0.15,1.0166666666666666,0.459,0.4666666666666667,0.479,0.875,0.456,0.127,0.25833333333333336,67.4,0.375,1.7333333333333334,8.08,0.059000000000000004,0.1,3.74,0.398,0.5333333333333333,0.406,0.21666666666666667,0.8083333333333333,0.515,0.4166666666666667,0.521,0.95,0.563,0.182,0.3416666666666667,0.667,2,0.684,1.028,0.5529999999999999,0.203,0.29,0.311,0.956,0.435,0.153,0.31,0.251,0.7759999999999999,0.004,0.002,0.006,0.001,0.008,0.006999999999999999,0.025099999999999997,0.28600000000000003,0.506,68.4,16.9,18.4,102.8,95.6,14.4,48.1,37.5,14.9,57.4,27.7
0,GEORGE-WASHINGTON,0.547,0.39166666666666666,1,0,0.13699999999999998,0.13333333333333333,0.7166666666666667,0.617,1.3583333333333334,0.528,0.7166666666666667,0.417,0.5666666666666667,0.721,0.4083333333333333,0.301,0,2,1,118.5,0.31,0.225,0.6409999999999999,0.4166666666666667,0.069,0.05,0.5,0.495,1.55,0.419,0.65,0.306,0.475,0.596,0.2833333333333333,0.183,0.271,0.26666666666666666,0.4666666666666667,1.8166666666666667,0.11800000000000001,0.20833333333333334,0.371,0.575,0.406,0.23333333333333334,0.975,0.427,0.4166666666666667,0.449,0.7666666666666667,0.512,0.12,0.24166666666666667,70.2,0.4666666666666667,2.0833333333333335,13.89,0.062,0.10833333333333334,11.39,0.466,0.6333333333333333,0.382,0.24166666666666667,0.725,0.655,0.475,0.551,0.9416666666666667,0.64,0.18,0.35833333333333334,0.667,2,0.6990000000000001,0.998,0.642,0.204,0.271,0.402,1.036,0.563,0.109,0.243,0.213,0.774,0.009000000000000001,0.006999999999999999,0.01,-0.003,0.002,-0.001,0.024300000000000002,0.165,0.64,69.9,17.8,16.9,99.8,103.6,20.6,44.8,34.5,10.6,46.2,43.1
0,GEORGETOWN,0.45799999999999996,0.352,0,0,0.235,0.184,0.672,0.563,1.52,0.505,0.768,0.3,0.456,0.702,0.32,0.211,1,2,1,114.9,0.34,0.288,0.579,0.352,0.07400000000000001,0.08,0.56,0.487,1.544,0.394,0.608,0.233,0.36,0.756,0.272,0.176,0.317,0.312,0.432,1.776,0.10400000000000001,0.184,0.492,0.76,0.379,0.288,0.784,0.408,0.32,0.47600000000000003,0.872,0.518,0.17,0.352,70.6,0.4,2.032,22.31,0.081,0.144,11.65,0.284,0.432,0.407,0.176,1.088,0.544,0.592,0.524,0.96,0.585,0.159,0.328,0.667,2,0.715,1.064,0.5660000000000001,0.19,0.34,0.302,1.006,0.49,0.204,0.317,0.23399999999999999,0.7809999999999999,0.008,0.012,0.004,0.005,0.01,0.021,0.0231,0.18100000000000002,0.031,71.5,16.3,17.9,106.4,100.6,15.7,58.3,26.0,15.3,36.0,48.6
0,GEORGIA,0.447,0.2833333333333333,1,0,0.099,0.08333333333333333,0.6583333333333333,0.486,1.4583333333333333,0.434,0.6333333333333333,0.366,0.5333333333333333,0.719,0.38333333333333336,0.263,0,2,1,99.5,0.361,0.325,0.556,0.3333333333333333,0.07,0.06666666666666667,0.575,0.5,1.3916666666666666,0.431,0.6,0.293,0.4083333333333333,0.796,0.325,0.234,0.225,0.19166666666666668,0.475,1.7166666666666666,0.129,0.23333333333333334,0.395,0.55,0.348,0.19166666666666668,0.8416666666666667,0.485,0.4083333333333333,0.43799999999999994,0.7666666666666667,0.541,0.195,0.38333333333333336,72.3,0.425,1.8,-6.79,0.12,0.21666666666666667,-10.12,0.343,0.5,0.3,0.15,0.9583333333333334,0.504,0.48333333333333334,0.562,0.9833333333333333,0.526,0.20800000000000002,0.45,0.667,2,0.703,1.043,0.486,0.249,0.361,0.366,0.978,0.5,0.212,0.225,0.293,0.773,0.005,0.008,0.002,0.001,0.0,-0.001,0.0172,0.413,0.324,70.3,16.6,16.3,104.3,97.8,21.3,53.7,25.0,18.9,47.6,33.5
0,GEORGIA-SOUTHERN,0.373,0.18333333333333332,2,0,0.11,0.09166666666666666,0.6833333333333333,0.393,1.4,0.351,0.49166666666666664,0.268,0.375,0.689,0.25833333333333336,0.185,0,1,2,78.7,0.267,0.25833333333333336,0.508,0.25,0.077,0.06666666666666667,0.7083333333333334,0.422,1.3416666666666666,0.366,0.49166666666666664,0.335,0.45,0.685,0.30833333333333335,0.23,0.261,0.24166666666666667,0.4083333333333333,1.4416666666666667,0.111,0.19166666666666668,0.379,0.5083333333333333,0.295,0.15,0.8333333333333334,0.41,0.3416666666666667,0.502,0.95,0.463,0.201,0.39166666666666666,68.7,0.4583333333333333,1.3583333333333334,-30.2,0.13,0.225,-14.7,0.381,0.5333333333333333,0.219,0.11666666666666667,0.8666666666666667,0.433,0.375,0.498,0.9416666666666667,0.43,0.209,0.4166666666666667,0.333,1,0.6940000000000001,0.9490000000000001,0.37799999999999995,0.184,0.165,0.193,1.011,0.514,0.184,0.212,0.39299999999999996,0.7659999999999999,-0.001,-0.0,-0.001,-0.003,-0.013999999999999999,-0.006999999999999999,0.019299999999999998,0.322,0.47100000000000003,69.4,17.6,16.6,94.9,101.1,18.2,54.5,27.3,22.0,48.2,29.8
0,GEORGIA-STATE,0.442,0.272,0,0,0.10300000000000001,0.096,0.536,0.431,1.56,0.395,0.616,0.359,0.56,0.714,0.4,0.256,1,2,1,101.9,0.35200000000000004,0.352,0.493,0.28,0.049,0.056,0.648,0.491,1.296,0.438,0.568,0.407,0.528,0.636,0.336,0.259,0.28,0.208,0.488,1.608,0.065,0.112,0.278,0.36,0.378,0.136,0.936,0.462,0.432,0.491,0.856,0.52,0.18899999999999997,0.36,68.6,0.448,1.744,-9.26,0.098,0.168,-9.26,0.267,0.416,0.269,0.112,1.144,0.441,0.504,0.509,0.888,0.478,0.12300000000000001,0.256,0.667,2,0.705,0.958,0.42700000000000005,0.184,0.33299999999999996,0.40700000000000003,1.006,0.495,0.205,0.3,0.542,0.7559999999999999,-0.011000000000000001,-0.011000000000000001,-0.012,-0.017,-0.017,-0.018000000000000002,0.015600000000000001,0.27,0.19399999999999998,70.5,18.9,16.8,95.8,100.6,26.1,63.4,10.6,25.4,57.7,16.9
0,GEORGIA-TECH,0.444,0.3,0,1,0.099,0.1125,0.7125,0.488,1.5125,0.446,0.675,0.421,0.6375,0.667,0.425,0.281,0,1,0,107.0,0.41200000000000003,0.35,0.511,0.3,0.043,0.05,0.5,0.394,1.5875,0.37,0.5875,0.252,0.4,0.625,0.25,0.157,0.32899999999999996,0.35,0.55,1.5,0.099,0.175,0.283,0.45,0.167,0.075,1.1375,0.451,0.5125,0.444,0.85,0.422,0.165,0.35,70.9,0.4125,1.9,-5.41,0.106,0.1875,-7.41,0.231,0.35,0.357,0.125,1.1625,0.473,0.55,0.556,1.0625,0.523,0.142,0.3,1.0,2,0.7,1.002,0.42700000000000005,0.193,0.24100000000000002,0.562,0.9520000000000001,0.386,0.223,0.35,0.368,0.772,-0.003,0.001,-0.006999999999999999,0.009000000000000001,-0.006,0.005,0.015600000000000001,0.28,0.47,70.0,15.8,20.1,100.2,95.2,30.5,54.2,15.3,22.8,66.7,10.5
0,GONZAGA,0.455,0.375,0,0,0.138,0.1125,0.75,0.578,1.525,0.541,0.825,0.311,0.475,0.711,0.3375,0.221,0,1,0,110.5,0.33899999999999997,0.2625,0.5710000000000001,0.3,0.022000000000000002,0.025,0.5125,0.428,1.3875,0.378,0.525,0.45,0.625,0.62,0.3875,0.279,0.25,0.25,0.5125,1.575,0.105,0.2,0.414,0.575,0.239,0.1375,0.8125,0.477,0.3875,0.43,0.7625,0.468,0.22,0.475,76.0,0.6,2.1,29.78,0.171,0.325,8.78,0.246,0.375,0.3,0.1125,1.15,0.62,0.7125,0.57,1.0125,0.6,0.18600000000000003,0.4,1.0,2,0.75,1.172,0.578,0.23,0.319,0.341,0.91,0.49700000000000005,0.213,0.24600000000000002,0.373,0.7809999999999999,0.01,0.012,0.006999999999999999,0.009000000000000001,0.006,0.015,0.0271,0.27399999999999997,0.6629999999999999,75.0,14.9,16.9,117.2,91.0,17.4,60.3,22.3,19.6,47.5,32.9
0,GRAND-CANYON,0.429,0.275,1,0,0.055999999999999994,0.05,0.7083333333333334,0.503,1.4583333333333333,0.44,0.6416666666666667,0.257,0.375,0.689,0.25833333333333336,0.177,0,2,1,104.5,0.264,0.23333333333333334,0.462,0.2,0.124,0.1,0.65,0.375,1.3,0.333,0.43333333333333335,0.397,0.5166666666666667,0.742,0.38333333333333336,0.295,0.23399999999999999,0.21666666666666667,0.45,1.3583333333333334,0.071,0.11666666666666667,0.314,0.4083333333333333,0.265,0.10833333333333334,0.8916666666666667,0.364,0.325,0.479,0.8666666666666667,0.439,0.17,0.31666666666666665,66.0,0.45,1.725,0.72,0.061,0.1,4.22,0.446,0.65,0.282,0.18333333333333332,0.8083333333333333,0.567,0.4583333333333333,0.521,0.9416666666666667,0.527,0.133,0.25,0.667,2,0.659,1.013,0.41200000000000003,0.157,0.243,0.24100000000000002,0.953,0.41700000000000004,0.132,0.22899999999999998,0.369,0.765,-0.005,-0.006,-0.004,-0.006,0.001,-0.018000000000000002,0.0308,0.207,0.544,65.9,19.6,19.3,101.3,95.3,16.0,52.8,31.1,23.9,49.6,26.5
0,GREEN-BAY,0.429,0.2,3,0,0.073,0.06666666666666667,0.5333333333333333,0.427,1.25,0.373,0.4666666666666667,0.293,0.36666666666666664,0.636,0.23333333333333334,0.187,0,0,3,78.4,0.127,0.10833333333333334,0.565,0.4,0.106,0.08333333333333333,0.7416666666666667,0.581,1.4333333333333333,0.494,0.7083333333333334,0.244,0.35,0.667,0.23333333333333334,0.163,0.319,0.25,0.36666666666666664,1.9,0.085,0.14166666666666666,0.36,0.5166666666666667,0.484,0.25,0.9166666666666666,0.5,0.4583333333333333,0.607,0.9916666666666667,0.594,0.172,0.3333333333333333,66.3,0.35,1.3,-1.27,0.10099999999999999,0.16666666666666666,22.73,0.373,0.4666666666666667,0.286,0.13333333333333333,0.7833333333333333,0.426,0.3333333333333333,0.39299999999999996,0.6416666666666667,0.456,0.182,0.31666666666666665,0.0,0,0.674,0.9,0.43,0.196,0.127,0.295,1.092,0.585,0.20600000000000002,0.319,0.24600000000000002,0.7659999999999999,-0.009000000000000001,-0.009000000000000001,-0.009000000000000001,-0.009000000000000001,-0.003,0.005,0.0063,0.354,0.28,67.4,19.6,16.4,90.0,109.2,17.9,51.3,30.8,12.3,48.2,39.5
0,HAMPTON,0.625,0.375,1,0,0.0,0.0,0.6375,0.419,1.6875,0.356,0.6,0.43,0.725,0.586,0.425,0.252,0,1,1,94.2,0.303,0.3375,0.5589999999999999,0.4125,0.09,0.0875,0.775,0.544,1.575,0.468,0.7375,0.357,0.5625,0.644,0.3625,0.23,0.311,0.2875,0.6125,2.075,0.064,0.125,0.397,0.625,0.38,0.2375,0.95,0.526,0.5,0.521,1.0625,0.563,0.16899999999999998,0.375,78.2,0.4875,1.8375,-18.48,0.051,0.1,29.52,0.422,0.7125,0.298,0.2125,0.975,0.397,0.3875,0.479,0.975,0.452,0.124,0.2875,0.5,1,0.731,0.9309999999999999,0.44,0.185,0.218,0.28600000000000003,1.083,0.584,0.158,0.365,0.366,0.773,-0.012,-0.011000000000000001,-0.013999999999999999,-0.001,0.018000000000000002,0.019,0.021099999999999997,0.29,0.452,73.1,16.2,15.4,93.1,108.3,15.3,45.8,38.9,18.6,47.9,33.5
